Entity,Code,Year,Fossil fuels (TWh)
Romania,ROU,1989,732.0315
Romania,ROU,1990,701.46704
Romania,ROU,1991,581.3076
Romania,ROU,1992,516.0707
Romania,ROU,1993,497.4638
Romania,ROU,1994,466.27396
Romania,ROU,1995,505.44162
Romania,ROU,1996,500.88135
Romania,ROU,1997,456.19366
Romania,ROU,1998,407.92636
Romania,ROU,1999,352.33823
Romania,ROU,2000,361.15204
Romania,ROU,2001,365.91168
Romania,ROU,2002,379.02023
Romania,ROU,2003,389.12903
Romania,ROU,2004,394.68533
Romania,ROU,2005,387.30536
Romania,ROU,2006,399.98615
Romania,ROU,2007,384.34778
Romania,ROU,2008,370.54102
Romania,ROU,2009,316.71497
Romania,ROU,2010,307.74606
Romania,ROU,2011,329.98883
Romania,ROU,2012,320.12033
Romania,ROU,2013,282.82623
Romania,ROU,2014,279.12173
Romania,ROU,2015,278.39816
Romania,ROU,2016,276.75482
Romania,ROU,2017,290.4562
Romania,ROU,2018,290.2155
Romania,ROU,2019,285.7649
Romania,ROU,2020,270.6317
Romania,ROU,2021,287.70355
Romania,ROU,2022,265.55634
Romania,ROU,2023,249.10362
Russia,RUS,1985,8801.017
Russia,RUS,1986,8939.963
Russia,RUS,1987,9208.1875
Russia,RUS,1988,9359.675
Russia,RUS,1989,9396.659
Russia,RUS,1990,9246.796
Russia,RUS,1991,9100.9375
Russia,RUS,1992,8716.629
Russia,RUS,1993,8065.3857
Russia,RUS,1994,7340.464
Russia,RUS,1995,6898.247
Russia,RUS,1996,6647.377
Russia,RUS,1997,6237.438
Russia,RUS,1998,6234.794
Russia,RUS,1999,6265.9697
Russia,RUS,2000,6357.776
Russia,RUS,2001,6431.0176
Russia,RUS,2002,6427.9023
Russia,RUS,2003,6577.551
Russia,RUS,2004,6606.419
Russia,RUS,2005,6597.732
Russia,RUS,2006,6915.3154
Russia,RUS,2007,6942.0825
Russia,RUS,2008,7010.4805
Russia,RUS,2009,6595.961
Russia,RUS,2010,6896.798
Russia,RUS,2011,7171.414
Russia,RUS,2012,7211.6895
Russia,RUS,2013,7086.33
Russia,RUS,2014,7115.961
Russia,RUS,2015,6970.462
Russia,RUS,2016,7083.562
Russia,RUS,2017,7120.232
Russia,RUS,2018,7403.6973
Russia,RUS,2019,7322.6113
Russia,RUS,2020,6964.8223
Russia,RUS,2021,7197.647
Russia,RUS,2022,7533.7695
Russia,RUS,2023,7601.8867
Saudi Arabia,SAU,1965,235.13954
Saudi Arabia,SAU,1966,238.3216
Saudi Arabia,SAU,1967,241.76488
Saudi Arabia,SAU,1968,245.51805
Saudi Arabia,SAU,1969,249.66277
Saudi Arabia,SAU,1970,262.85544
Saudi Arabia,SAU,1971,263.27188
Saudi Arabia,SAU,1972,282.16907
Saudi Arabia,SAU,1973,301.00037
Saudi Arabia,SAU,1974,319.35376
Saudi Arabia,SAU,1975,253.26083
Saudi Arabia,SAU,1976,292.79428
Saudi Arabia,SAU,1977,345.7625
Saudi Arabia,SAU,1978,385.33572
Saudi Arabia,SAU,1979,466.84326
Saudi Arabia,SAU,1980,419.9163
Saudi Arabia,SAU,1981,501.23672
Saudi Arabia,SAU,1982,551.8529
Saudi Arabia,SAU,1983,597.98206
Saudi Arabia,SAU,1984,715.298
Saudi Arabia,SAU,1985,729.73376
Saudi Arabia,SAU,1986,784.65894
Saudi Arabia,SAU,1987,831.73804
Saudi Arabia,SAU,1988,870.27454
Saudi Arabia,SAU,1989,856.5453
Saudi Arabia,SAU,1990,928.33704
Saudi Arabia,SAU,1991,972.4523
Saudi Arabia,SAU,1992,981.7563
Saudi Arabia,SAU,1993,1002.8502
Saudi Arabia,SAU,1994,1159.5803
Saudi Arabia,SAU,1995,1130.0059
Saudi Arabia,SAU,1996,1168.5529
Saudi Arabia,SAU,1997,1190.249
Saudi Arabia,SAU,1998,1252.5769
Saudi Arabia,SAU,1999,1275.4303
Saudi Arabia,SAU,2000,1334.8796
Saudi Arabia,SAU,2001,1422.3323
Saudi Arabia,SAU,2002,1481.3827
Saudi Arabia,SAU,2003,1569.1909
Saudi Arabia,SAU,2004,1702.4475
Saudi Arabia,SAU,2005,1811.106
Saudi Arabia,SAU,2006,1900.17
Saudi Arabia,SAU,2007,1944.057
Saudi Arabia,SAU,2008,2128.4622
Saudi Arabia,SAU,2009,2205.1365
Saudi Arabia,SAU,2010,2451.0952
Saudi Arabia,SAU,2011,2557.276
Saudi Arabia,SAU,2012,2714.1401
Saudi Arabia,SAU,2013,2731.1045
Saudi Arabia,SAU,2014,2931.5928
Saudi Arabia,SAU,2015,3056.5017
Saudi Arabia,SAU,2016,3179.7212
Saudi Arabia,SAU,2017,3181.6333
Saudi Arabia,SAU,2018,3101.2427
Saudi Arabia,SAU,2019,2966.8193
Saudi Arabia,SAU,2020,2885.852
Saudi Arabia,SAU,2021,2979.729
Saudi Arabia,SAU,2022,3144.8135
Saudi Arabia,SAU,2023,3206.7441
Singapore,SGP,1992,297.8054
Singapore,SGP,1993,325.42984
Singapore,SGP,1994,372.30142
Singapore,SGP,1995,388.15878
Singapore,SGP,1996,391.69504
Singapore,SGP,1997,412.01855
Singapore,SGP,1998,417.72717
Singapore,SGP,1999,413.5441
Singapore,SGP,2000,442.23233
Singapore,SGP,2001,499.21057
Singapore,SGP,2002,480.73022
Singapore,SGP,2003,452.69366
Singapore,SGP,2004,507.77036
Singapore,SGP,2005,535.26324
Singapore,SGP,2006,589.4676
Singapore,SGP,2007,633.83057
Singapore,SGP,2008,675.97974
Singapore,SGP,2009,726.6395
Singapore,SGP,2010,771.43225
Singapore,SGP,2011,800.60815
Singapore,SGP,2012,802.28217
Singapore,SGP,2013,810.2039
Singapore,SGP,2014,825.8521
Singapore,SGP,2015,875.67865
Singapore,SGP,2016,923.95593
Singapore,SGP,2017,947.20215
Singapore,SGP,2018,947.8031
Singapore,SGP,2019,926.7393
Singapore,SGP,2020,907.5569
Singapore,SGP,2021,907.52814
Singapore,SGP,2022,877.0126
Singapore,SGP,2023,958.93
Slovakia,SVK,1965,100.26295
Slovakia,SVK,1966,104.28476
Slovakia,SVK,1967,105.766624
Slovakia,SVK,1968,117.73224
Slovakia,SVK,1969,124.26126
Slovakia,SVK,1970,135.9182
Slovakia,SVK,1971,147.55557
Slovakia,SVK,1972,155.18605
Slovakia,SVK,1973,161.64871
Slovakia,SVK,1974,166.98558
Slovakia,SVK,1975,176.63503
Slovakia,SVK,1976,182.71344
Slovakia,SVK,1977,192.19577
Slovakia,SVK,1978,202.71674
Slovakia,SVK,1979,203.82802
Slovakia,SVK,1980,199.54309
Slovakia,SVK,1981,196.96414
Slovakia,SVK,1982,193.34308
Slovakia,SVK,1983,192.77151
Slovakia,SVK,1984,207.15845
Slovakia,SVK,1985,206.78566
Slovakia,SVK,1986,199.39618
Slovakia,SVK,1987,204.57599
Slovakia,SVK,1988,206.4241
Slovakia,SVK,1989,207.37874
Slovakia,SVK,1990,208.64227
Slovakia,SVK,1991,184.85727
Slovakia,SVK,1992,176.66003
Slovakia,SVK,1993,167.13254
Slovakia,SVK,1994,158.22707
Slovakia,SVK,1995,162.86652
Slovakia,SVK,1996,166.78403
Slovakia,SVK,1997,163.88437
Slovakia,SVK,1998,164.57278
Slovakia,SVK,1999,160.84409
Slovakia,SVK,2000,157.79874
Slovakia,SVK,2001,161.03802
Slovakia,SVK,2002,160.24976
Slovakia,SVK,2003,159.7336
Slovakia,SVK,2004,156.05617
Slovakia,SVK,2005,164.04572
Slovakia,SVK,2006,156.7252
Slovakia,SVK,2007,150.20972
Slovakia,SVK,2008,153.30853
Slovakia,SVK,2009,139.6745
Slovakia,SVK,2010,148.79968
Slovakia,SVK,2011,141.41418
Slovakia,SVK,2012,132.59755
Slovakia,SVK,2013,134.54913
Slovakia,SVK,2014,121.68817
Slovakia,SVK,2015,125.020325
Slovakia,SVK,2016,126.514496
Slovakia,SVK,2017,136.099
Slovakia,SVK,2018,135.67352
Slovakia,SVK,2019,125.968155
Slovakia,SVK,2020,121.471115
Slovakia,SVK,2021,135.07193
Slovakia,SVK,2022,122.05522
Slovakia,SVK,2023,118.9834
Slovenia,SVN,1990,47.24001
Slovenia,SVN,1991,44.55197
Slovenia,SVN,1992,43.355637
Slovenia,SVN,1993,46.4032
Slovenia,SVN,1994,47.74195
Slovenia,SVN,1995,51.17352
Slovenia,SVN,1996,54.229137
Slovenia,SVN,1997,56.389427
Slovenia,SVN,1998,55.540237
Slovenia,SVN,1999,54.6171
Slovenia,SVN,2000,53.394653
Slovenia,SVN,2001,56.02838
Slovenia,SVN,2002,56.320827
Slovenia,SVN,2003,56.78142
Slovenia,SVN,2004,57.861202
Slovenia,SVN,2005,58.87964
Slovenia,SVN,2006,60.096786
Slovenia,SVN,2007,60.19789
Slovenia,SVN,2008,64.23142
Slovenia,SVN,2009,56.88552
Slovenia,SVN,2010,57.697716
Slovenia,SVN,2011,56.35917
Slovenia,SVN,2012,54.52996
Slovenia,SVN,2013,52.187855
Slovenia,SVN,2014,47.775257
Slovenia,SVN,2015,47.924725
Slovenia,SVN,2016,51.27894
Slovenia,SVN,2017,52.38447
Slovenia,SVN,2018,52.87668
Slovenia,SVN,2019,50.73822
Slovenia,SVN,2020,45.377426
Slovenia,SVN,2021,46.63627
Slovenia,SVN,2022,44.888737
Slovenia,SVN,2023,40.682026
South Africa,ZAF,1965,354.1191
South Africa,ZAF,1966,356.3225
South Africa,ZAF,1967,371.07794
South Africa,ZAF,1968,391.63696
South Africa,ZAF,1969,403.25266
South Africa,ZAF,1970,421.40396
South Africa,ZAF,1971,453.6952
South Africa,ZAF,1972,466.5632
South Africa,ZAF,1973,501.69214
South Africa,ZAF,1974,515.74725
South Africa,ZAF,1975,550.09576
South Africa,ZAF,1976,572.0545
South Africa,ZAF,1977,586.0117
South Africa,ZAF,1978,580.368
South Africa,ZAF,1979,601.7152
South Africa,ZAF,1980,642.93085
South Africa,ZAF,1981,747.03827
South Africa,ZAF,1982,805.7112
South Africa,ZAF,1983,817.6938
South Africa,ZAF,1984,882.72845
South Africa,ZAF,1985,897.6295
South Africa,ZAF,1986,901.9232
South Africa,ZAF,1987,924.1705
South Africa,ZAF,1988,1003.1756
South Africa,ZAF,1989,956.0697
South Africa,ZAF,1990,1002.7082
South Africa,ZAF,1991,990.4471
South Africa,ZAF,1992,998.45966
South Africa,ZAF,1993,1004.2401
South Africa,ZAF,1994,1038.6178
South Africa,ZAF,1995,1083.8854
South Africa,ZAF,1996,1102.259
South Africa,ZAF,1997,1123.0046
South Africa,ZAF,1998,1100.9786
South Africa,ZAF,1999,1144.544
South Africa,ZAF,2000,1143.6597
South Africa,ZAF,2001,1154.8802
South Africa,ZAF,2002,1119.4598
South Africa,ZAF,2003,1218.4147
South Africa,ZAF,2004,1331.142
South Africa,ZAF,2005,1263.0378
South Africa,ZAF,2006,1288.9866
South Africa,ZAF,2007,1321.1337
South Africa,ZAF,2008,1418.9346
South Africa,ZAF,2009,1412.9556
South Africa,ZAF,2010,1423.1935
South Africa,ZAF,2011,1401.501
South Africa,ZAF,2012,1384.6782
South Africa,ZAF,2013,1387.3901
South Africa,ZAF,2014,1398.569
South Africa,ZAF,2015,1366.8674
South Africa,ZAF,2016,1420.5773
South Africa,ZAF,2017,1406.9199
South Africa,ZAF,2018,1357.606
South Africa,ZAF,2019,1417.7542
South Africa,ZAF,2020,1330.2417
South Africa,ZAF,2021,1327.1748
South Africa,ZAF,2022,1276.4608
South Africa,ZAF,2023,1272.8042
South America,,1965,951.7456
South America,,1966,1009.1333
South America,,1967,1043.5453
South America,,1968,1115.017
South America,,1969,1162.5598
South America,,1970,1202.7058
South America,,1971,1271.6033
South America,,1972,1348.5446
South America,,1973,1477.9265
South America,,1974,1569.0627
South America,,1975,1572.2484
South America,,1976,1673.394
South America,,1977,1761.8804
South America,,1978,1839.929
South America,,1979,1959.1222
South America,,1980,1996.0566
South America,,1981,1980.5214
South America,,1982,2001.3032
South America,,1983,1964.0083
South America,,1984,1984.4243
South America,,1985,2028.2168
South America,,1986,2151.4514
South America,,1987,2207.0059
South America,,1988,2276.481
South America,,1989,2307.414
South America,,1990,2291.0254
South America,,1991,2325.292
South America,,1992,2438.9727
South America,,1993,2499.0376
South America,,1994,2656.508
South America,,1995,2810.4062
South America,,1996,2933.2144
South America,,1997,3096.3662
South America,,1998,3188.0527
South America,,1999,3182.4185
South America,,2000,3254.8696
South America,,2001,3290.8318
South America,,2002,3264.1506
South America,,2003,3229.981
South America,,2004,3475.8772
South America,,2005,3557.5337
South America,,2006,3746.2136
South America,,2007,3953.0723
South America,,2008,4105.218
South America,,2009,3988.3066
South America,,2010,4270.9824
South America,,2011,4447.077
South America,,2012,4721.9897
South America,,2013,4892.202
South America,,2014,4994.298
South America,,2015,4887.562
South America,,2016,4781.586
South America,,2017,4747.252
South America,,2018,4554.073
South America,,2019,4432.2295
South America,,2020,3946.8396
South America,,2021,4482.5244
South America,,2022,4598.4707
South America,,2023,4661.2666
South Korea,KOR,1986,610.9405
South Korea,KOR,1987,653.2073
South Korea,KOR,1988,747.04095
South Korea,KOR,1989,799.05786
South Korea,KOR,1990,902.1168
South Korea,KOR,1991,1035.5211
South Korea,KOR,1992,1190.1459
South Korea,KOR,1993,1313.6025
South Korea,KOR,1994,1434.6058
South Korea,KOR,1995,1557.7795
South Korea,KOR,1996,1722.2087
South Korea,KOR,1997,1903.8093
South Korea,KOR,1998,1679.0193
South Korea,KOR,1999,1816.9712
South Korea,KOR,2000,1923.1329
South Korea,KOR,2001,1975.3639
South Korea,KOR,2002,2061.0083
South Korea,KOR,2003,2106.5288
South Korea,KOR,2004,2165.091
South Korea,KOR,2005,2210.244
South Korea,KOR,2006,2250.904
South Korea,KOR,2007,2347.4275
South Korea,KOR,2008,2373.0466
South Korea,KOR,2009,2398.5234
South Korea,KOR,2010,2619.3594
South Korea,KOR,2011,2741.894
South Korea,KOR,2012,2793.2148
South Korea,KOR,2013,2827.2007
South Korea,KOR,2014,2802.8242
South Korea,KOR,2015,2833.9036
South Korea,KOR,2016,2933.4507
South Korea,KOR,2017,2997.2578
South Korea,KOR,2018,3076.1333
South Korea,KOR,2019,2991.0215
South Korea,KOR,2020,2821.2075
South Korea,KOR,2021,2967.0488
South Korea,KOR,2022,2938.8506
South Korea,KOR,2023,2838.9548
South and Central America (EI),,1965,1234.4585
South and Central America (EI),,1966,1302.7028
South and Central America (EI),,1967,1350.3477
South and Central America (EI),,1968,1429.2958
South and Central America (EI),,1969,1485.7261
South and Central America (EI),,1970,1567.3805
South and Central America (EI),,1971,1643.8848
South and Central America (EI),,1972,1760.5175
South and Central America (EI),,1973,1927.9358
South and Central America (EI),,1974,2017.9562
South and Central America (EI),,1975,2008.0325
South and Central America (EI),,1976,2123.3262
South and Central America (EI),,1977,2235.3528
South and Central America (EI),,1978,2323.6826
South and Central America (EI),,1979,2447.9944
South and Central America (EI),,1980,2482.8003
South and Central America (EI),,1981,2475.7126
South and Central America (EI),,1982,2460.3628
South and Central America (EI),,1983,2411.9292
South and Central America (EI),,1984,2450.5276
South and Central America (EI),,1985,2473.5981
South and Central America (EI),,1986,2606.1394
South and Central America (EI),,1987,2676.3435
South and Central America (EI),,1988,2751.5168
South and Central America (EI),,1989,2802.122
South and Central America (EI),,1990,2789.1543
South and Central America (EI),,1991,2822.7903
South and Central America (EI),,1992,2935.9233
South and Central America (EI),,1993,3011.4004
South and Central America (EI),,1994,3200.6565
South and Central America (EI),,1995,3374.011
South and Central America (EI),,1996,3517.9717
South and Central America (EI),,1997,3714.0596
South and Central America (EI),,1998,3840.358
South and Central America (EI),,1999,3830.4795
South and Central America (EI),,2000,3988.9065
South and Central America (EI),,2001,4076.1343
South and Central America (EI),,2002,4067.5022
South and Central America (EI),,2003,4067.8108
South and Central America (EI),,2004,4334.7495
South and Central America (EI),,2005,4437.625
South and Central America (EI),,2006,4680.2095
South and Central America (EI),,2007,4882.7363
South and Central America (EI),,2008,4999.6353
South and Central America (EI),,2009,4849.0547
South and Central America (EI),,2010,5156.0776
South and Central America (EI),,2011,5334.4673
South and Central America (EI),,2012,5594.873
South and Central America (EI),,2013,5753.868
South and Central America (EI),,2014,5869.826
South and Central America (EI),,2015,5798.2026
South and Central America (EI),,2016,5689.816
South and Central America (EI),,2017,5657.333
South and Central America (EI),,2018,5463.591
South and Central America (EI),,2019,5366.4336
South and Central America (EI),,2020,4747.974
South and Central America (EI),,2021,5325.763
South and Central America (EI),,2022,5450.4717
South and Central America (EI),,2023,5554.5693
Spain,ESP,1969,397.36322
Spain,ESP,1970,443.86996
Spain,ESP,1971,480.79605
Spain,ESP,1972,511.00525
Spain,ESP,1973,584.99506
Spain,ESP,1974,606.32
Spain,ESP,1975,637.98816
Spain,ESP,1976,703.3886
Spain,ESP,1977,679.582
Spain,ESP,1978,677.89453
Spain,ESP,1979,725.7438
Spain,ESP,1980,783.7663
Spain,ESP,1981,800.8323
Spain,ESP,1982,789.497
Spain,ESP,1983,802.95746
Spain,ESP,1984,769.2243
Spain,ESP,1985,748.2418
Spain,ESP,1986,755.3446
Spain,ESP,1987,776.4862
Spain,ESP,1988,770.21686
Spain,ESP,1989,850.01526
Spain,ESP,1990,837.82996
Spain,ESP,1991,866.3473
Spain,ESP,1992,942.7359
Spain,ESP,1993,888.1298
Spain,ESP,1994,931.8254
Spain,ESP,1995,989.64343
Spain,ESP,1996,984.46796
Spain,ESP,1997,1050.9441
Spain,ESP,1998,1100.6685
Spain,ESP,1999,1193.4066
Spain,ESP,2000,1242.6027
Spain,ESP,2001,1261.8174
Spain,ESP,2002,1335.614
Spain,ESP,2003,1358.2225
Spain,ESP,2004,1421.2621
Spain,ESP,2005,1491.8319
Spain,ESP,2006,1469.7456
Spain,ESP,2007,1508.342
Spain,ESP,2008,1429.6324
Spain,ESP,2009,1287.2595
Spain,ESP,2010,1236.2781
Spain,ESP,2011,1242.4866
Spain,ESP,2012,1212.435
Spain,ESP,2013,1111.6864
Spain,ESP,2014,1089.4419
Spain,ESP,2015,1145.9387
Spain,ESP,2016,1132.5068
Spain,ESP,2017,1197.1843
Spain,ESP,2018,1182.6396
Spain,ESP,2019,1154.3358
Spain,ESP,2020,951.11804
Spain,ESP,2021,1033.1204
Spain,ESP,2022,1098.4551
Spain,ESP,2023,1039.3298
Sri Lanka,LKA,2007,56.225826
Sweden,SWE,1985,309.77722
Sweden,SWE,1986,331.90384
Sweden,SWE,1987,291.92252
Sweden,SWE,1988,275.76416
Sweden,SWE,1989,265.5102
Sweden,SWE,1990,230.10214
Sweden,SWE,1991,231.3222
Sweden,SWE,1992,246.2835
Sweden,SWE,1993,245.12933
Sweden,SWE,1994,260.1086
Sweden,SWE,1995,259.0208
Sweden,SWE,1996,279.2857
Sweden,SWE,1997,261.30887
Sweden,SWE,1998,265.91934
Sweden,SWE,1999,260.6991
Sweden,SWE,2000,242.3399
Sweden,SWE,2001,246.559
Sweden,SWE,2002,249.53091
Sweden,SWE,2003,249.20978
Sweden,SWE,2004,248.31659
Sweden,SWE,2005,237.68971
Sweden,SWE,2006,240.17308
Sweden,SWE,2007,233.71114
Sweden,SWE,2008,229.1679
Sweden,SWE,2009,209.48863
Sweden,SWE,2010,228.81483
Sweden,SWE,2011,208.53067
Sweden,SWE,2012,196.3307
Sweden,SWE,2013,192.66748
Sweden,SWE,2014,187.13298
Sweden,SWE,2015,186.08553
Sweden,SWE,2016,191.46309
Sweden,SWE,2017,193.96275
Sweden,SWE,2018,175.37791
Sweden,SWE,2019,178.08932
Sweden,SWE,2020,162.9716
Sweden,SWE,2021,176.74832
Sweden,SWE,2022,159.17035
Sweden,SWE,2023,154.7773
Switzerland,CHE,1968,132.71043
Switzerland,CHE,1969,142.52975
Switzerland,CHE,1970,157.79147
Switzerland,CHE,1971,165.03455
Switzerland,CHE,1972,168.50558
Switzerland,CHE,1973,181.12997
Switzerland,CHE,1974,163.0219
Switzerland,CHE,1975,158.19688
Switzerland,CHE,1976,164.17368
Switzerland,CHE,1977,166.2014
Switzerland,CHE,1978,170.53166
Switzerland,CHE,1979,164.80028
Switzerland,CHE,1980,167.06213
Switzerland,CHE,1981,158.18437
Switzerland,CHE,1982,150.18985
Switzerland,CHE,1983,163.2332
Switzerland,CHE,1984,161.12859
Switzerland,CHE,1985,164.2705
Switzerland,CHE,1986,177.47177
Switzerland,CHE,1987,168.87941
Switzerland,CHE,1988,168.73096
Switzerland,CHE,1989,164.08418
Switzerland,CHE,1990,175.51135
Switzerland,CHE,1991,179.63635
Switzerland,CHE,1992,181.72139
Switzerland,CHE,1993,172.2927
Switzerland,CHE,1994,177.018
Switzerland,CHE,1995,167.99397
Switzerland,CHE,1996,174.45456
Switzerland,CHE,1997,180.91618
Switzerland,CHE,1998,183.32346
Switzerland,CHE,1999,182.43265
Switzerland,CHE,2000,178.18906
Switzerland,CHE,2001,189.82634
Switzerland,CHE,2002,180.8754
Switzerland,CHE,2003,178.53206
Switzerland,CHE,2004,182.67473
Switzerland,CHE,2005,184.27757
Switzerland,CHE,2006,182.74149
Switzerland,CHE,2007,175.95595
Switzerland,CHE,2008,182.88376
Switzerland,CHE,2009,177.31934
Switzerland,CHE,2010,184.17752
Switzerland,CHE,2011,169.14125
Switzerland,CHE,2012,174.71515
Switzerland,CHE,2013,178.98108
Switzerland,CHE,2014,161.0858
Switzerland,CHE,2015,164.18024
Switzerland,CHE,2016,158.52985
Switzerland,CHE,2017,161.66272
Switzerland,CHE,2018,154.7604
Switzerland,CHE,2019,158.6495
Switzerland,CHE,2020,136.70169
Switzerland,CHE,2021,139.85728
Switzerland,CHE,2022,136.517
Switzerland,CHE,2023,135.89104
Taiwan,TWN,1965,62.7109
Taiwan,TWN,1966,67.507515
Taiwan,TWN,1967,74.47895
Taiwan,TWN,1968,83.081894
Taiwan,TWN,1969,89.89786
Taiwan,TWN,1970,99.206375
Taiwan,TWN,1971,126.081085
Taiwan,TWN,1972,133.71883
Taiwan,TWN,1973,158.7836
Taiwan,TWN,1974,147.77083
Taiwan,TWN,1975,162.56367
Taiwan,TWN,1976,204.22267
Taiwan,TWN,1977,225.8271
Taiwan,TWN,1978,258.90567
Taiwan,TWN,1979,267.00684
Taiwan,TWN,1980,282.75262
Taiwan,TWN,1981,250.23254
Taiwan,TWN,1982,277.72565
Taiwan,TWN,1983,295.5358
Taiwan,TWN,1984,296.90173
Taiwan,TWN,1985,298.07663
Taiwan,TWN,1986,337.8413
Taiwan,TWN,1987,357.79327
Taiwan,TWN,1988,416.21783
Taiwan,TWN,1989,453.0599
Taiwan,TWN,1990,471.43045
Taiwan,TWN,1991,504.98236
Taiwan,TWN,1992,539.58606
Taiwan,TWN,1993,583.54047
Taiwan,TWN,1994,621.72925
Taiwan,TWN,1995,666.7764
Taiwan,TWN,1996,691.98096
Taiwan,TWN,1997,742.1489
Taiwan,TWN,1998,787.86633
Taiwan,TWN,1999,830.1002
Taiwan,TWN,2000,895.0224
Taiwan,TWN,2001,934.5009
Taiwan,TWN,2002,971.8767
Taiwan,TWN,2003,1022.671
Taiwan,TWN,2004,1068.863
Taiwan,TWN,2005,1081.0845
Taiwan,TWN,2006,1113.8892
Taiwan,TWN,2007,1162.1462
Taiwan,TWN,2008,1115.1095
Taiwan,TWN,2009,1078.3146
Taiwan,TWN,2010,1162.8552
Taiwan,TWN,2011,1156.9657
Taiwan,TWN,2012,1146.5663
Taiwan,TWN,2013,1168.8939
Taiwan,TWN,2014,1200.067
Taiwan,TWN,2015,1214.0692
Taiwan,TWN,2016,1227.9004
Taiwan,TWN,2017,1253.9445
Taiwan,TWN,2018,1256.6898
Taiwan,TWN,2019,1212.3939
Taiwan,TWN,2020,1176.1749
Taiwan,TWN,2021,1260.8763
Taiwan,TWN,2022,1200.735
Taiwan,TWN,2023,1147.498
Thailand,THA,1981,137.4038
Thailand,THA,1982,138.47945
Thailand,THA,1983,153.4263
Thailand,THA,1984,170.04866
Thailand,THA,1985,179.37753
Thailand,THA,1986,186.1138
Thailand,THA,1987,219.09932
Thailand,THA,1988,249.01674
Thailand,THA,1989,284.62927
Thailand,THA,1990,339.32874
Thailand,THA,1991,377.03635
Thailand,THA,1992,414.84048
Thailand,THA,1993,473.9846
Thailand,THA,1994,531.6537
Thailand,THA,1995,595.11456
Thailand,THA,1996,673.9655
Thailand,THA,1997,710.8251
Thailand,THA,1998,659.00354
Thailand,THA,1999,703.776
Thailand,THA,2000,722.5888
Thailand,THA,2001,762.0875
Thailand,THA,2002,824.03674
Thailand,THA,2003,886.8547
Thailand,THA,2004,966.8046
Thailand,THA,2005,998.5023
Thailand,THA,2006,1013.1201
Thailand,THA,2007,1046.6449
Thailand,THA,2008,1046.3693
Thailand,THA,2009,1074.584
Thailand,THA,2010,1145.8853
Thailand,THA,2011,1169.1917
Thailand,THA,2012,1242.263
Thailand,THA,2013,1261.4725
Thailand,THA,2014,1298.0194
Thailand,THA,2015,1318.1003
Thailand,THA,2016,1338.9508
Thailand,THA,2017,1354.3286
Thailand,THA,2018,1381.293
Thailand,THA,2019,1373.8457
Thailand,THA,2020,1276.9614
Thailand,THA,2021,1286.554
Thailand,THA,2022,1284.4084
Thailand,THA,2023,1281.7341
Trinidad and Tobago,TTO,1971,45.04843
Trinidad and Tobago,TTO,1972,62.13241
Trinidad and Tobago,TTO,1973,61.644188
Trinidad and Tobago,TTO,1974,59.384914
Trinidad and Tobago,TTO,1975,47.8413
Trinidad and Tobago,TTO,1976,53.812847
Trinidad and Tobago,TTO,1977,55.976807
Trinidad and Tobago,TTO,1978,56.343002
Trinidad and Tobago,TTO,1979,49.771046
Trinidad and Tobago,TTO,1980,47.867256
Trinidad and Tobago,TTO,1981,50.570114
Trinidad and Tobago,TTO,1982,59.40615
Trinidad and Tobago,TTO,1983,57.966236
Trinidad and Tobago,TTO,1984,57.145294
Trinidad and Tobago,TTO,1985,59.04795
Trinidad and Tobago,TTO,1986,61.36836
Trinidad and Tobago,TTO,1987,57.91481
Trinidad and Tobago,TTO,1988,63.66782
Trinidad and Tobago,TTO,1989,62.63842
Trinidad and Tobago,TTO,1990,69.50099
Trinidad and Tobago,TTO,1991,69.30906
Trinidad and Tobago,TTO,1992,73.35068
Trinidad and Tobago,TTO,1993,77.32815
Trinidad and Tobago,TTO,1994,81.941124
Trinidad and Tobago,TTO,1995,88.86662
Trinidad and Tobago,TTO,1996,100.74699
Trinidad and Tobago,TTO,1997,100.71772
Trinidad and Tobago,TTO,1998,102.23357
Trinidad and Tobago,TTO,1999,113.63159
Trinidad and Tobago,TTO,2000,115.546265
Trinidad and Tobago,TTO,2001,126.88413
Trinidad and Tobago,TTO,2002,136.75948
Trinidad and Tobago,TTO,2003,154.74036
Trinidad and Tobago,TTO,2004,169.69937
Trinidad and Tobago,TTO,2005,187.15334
Trinidad and Tobago,TTO,2006,216.85384
Trinidad and Tobago,TTO,2007,221.30618
Trinidad and Tobago,TTO,2008,218.01334
Trinidad and Tobago,TTO,2009,216.42044
Trinidad and Tobago,TTO,2010,233.50903
Trinidad and Tobago,TTO,2011,230.52745
Trinidad and Tobago,TTO,2012,225.90312
Trinidad and Tobago,TTO,2013,228.562
Trinidad and Tobago,TTO,2014,228.81752
Trinidad and Tobago,TTO,2015,221.6192
Trinidad and Tobago,TTO,2016,195.75583
Trinidad and Tobago,TTO,2017,207.05032
Trinidad and Tobago,TTO,2018,194.022
Trinidad and Tobago,TTO,2019,195.18672
Trinidad and Tobago,TTO,2020,169.32687
Trinidad and Tobago,TTO,2021,173.10794
Trinidad and Tobago,TTO,2022,173.04018
Trinidad and Tobago,TTO,2023,163.83344
Turkey,TUR,1982,286.79047
Turkey,TUR,1983,306.17215
Turkey,TUR,1984,317.9398
Turkey,TUR,1985,350.4589
Turkey,TUR,1986,385.472
