Entity,Code,Year,Fossil fuels (TWh)
Turkey,TUR,1987,424.3766
Turkey,TUR,1988,441.5869
Turkey,TUR,1989,464.38776
Turkey,TUR,1990,492.6314
Turkey,TUR,1991,505.7013
Turkey,TUR,1992,523.8772
Turkey,TUR,1993,554.4357
Turkey,TUR,1994,543.6719
Turkey,TUR,1995,604.05896
Turkey,TUR,1996,654.1556
Turkey,TUR,1997,691.37225
Turkey,TUR,1998,704.78796
Turkey,TUR,1999,705.6626
Turkey,TUR,2000,771.38965
Turkey,TUR,2001,712.91016
Turkey,TUR,2002,760.0209
Turkey,TUR,2003,806.2808
Turkey,TUR,2004,840.37756
Turkey,TUR,2005,882.30035
Turkey,TUR,2006,978.1309
Turkey,TUR,2007,1070.4733
Turkey,TUR,2008,1079.7427
Turkey,TUR,2009,1086.0925
Turkey,TUR,2010,1098.3883
Turkey,TUR,2011,1176.4877
Turkey,TUR,2012,1241.2009
Turkey,TUR,2013,1218.9071
Turkey,TUR,2014,1309.9128
Turkey,TUR,2015,1362.2805
Turkey,TUR,2016,1426.1367
Turkey,TUR,2017,1553.371
Turkey,TUR,2018,1526.9275
Turkey,TUR,2019,1497.6707
Turkey,TUR,2020,1482.0432
Turkey,TUR,2021,1637.0303
Turkey,TUR,2022,1607.6182
Turkey,TUR,2023,1581.5055
Turkmenistan,TKM,1985,143.0952
Turkmenistan,TKM,1986,178.09854
Turkmenistan,TKM,1987,177.17435
Turkmenistan,TKM,1988,178.37415
Turkmenistan,TKM,1989,183.2816
Turkmenistan,TKM,1990,160.99911
Turkmenistan,TKM,1991,146.21994
Turkmenistan,TKM,1992,137.76787
Turkmenistan,TKM,1993,127.50656
Turkmenistan,TKM,1994,135.58295
Turkmenistan,TKM,1995,104.25801
Turkmenistan,TKM,1996,157.81487
USSR,OWID_USS,1965,6670.796
USSR,OWID_USS,1966,7078.841
USSR,OWID_USS,1967,7462.6885
USSR,OWID_USS,1968,7703.6904
USSR,OWID_USS,1969,8040.4116
USSR,OWID_USS,1970,8429.683
USSR,OWID_USS,1971,8854.193
USSR,OWID_USS,1972,9321.167
USSR,OWID_USS,1973,9807.643
USSR,OWID_USS,1974,10323.314
USSR,OWID_USS,1975,10852.624
USSR,OWID_USS,1976,11237.641
USSR,OWID_USS,1977,11694.834
USSR,OWID_USS,1978,12155.222
USSR,OWID_USS,1979,12478.68
USSR,OWID_USS,1980,12697.965
USSR,OWID_USS,1981,12938.9375
USSR,OWID_USS,1982,13279.264
USSR,OWID_USS,1983,13527.699
USSR,OWID_USS,1984,13912.219
Ukraine,UKR,1985,2597.7236
Ukraine,UKR,1986,2640.2517
Ukraine,UKR,1987,2681.0325
Ukraine,UKR,1988,2615.7632
Ukraine,UKR,1989,2513.3635
Ukraine,UKR,1990,2947.4482
Ukraine,UKR,1991,2746.7563
Ukraine,UKR,1992,2297.9763
Ukraine,UKR,1993,1972.133
Ukraine,UKR,1994,1664.6616
Ukraine,UKR,1995,1620.2141
Ukraine,UKR,1996,1472.7466
Ukraine,UKR,1997,1408.3525
Ukraine,UKR,1998,1344.6133
Ukraine,UKR,1999,1333.7334
Ukraine,UKR,2000,1332.6455
Ukraine,UKR,2001,1312.7786
Ukraine,UKR,2002,1306.6316
Ukraine,UKR,2003,1338.4978
Ukraine,UKR,2004,1311.2736
Ukraine,UKR,2005,1326.1067
Ukraine,UKR,2006,1341.3118
Ukraine,UKR,2007,1337.0758
Ukraine,UKR,2008,1286.476
Ukraine,UKR,2009,1074.4341
Ukraine,UKR,2010,1152.221
Ukraine,UKR,2011,1204.8933
Ukraine,UKR,2012,1174.9607
Ukraine,UKR,2013,1110.2203
Ukraine,UKR,2014,950.507
Ukraine,UKR,2015,757.3712
Ukraine,UKR,2016,816.7634
Ukraine,UKR,2017,727.2483
Ukraine,UKR,2018,762.6769
Ukraine,UKR,2019,715.2097
Ukraine,UKR,2020,680.88245
Ukraine,UKR,2021,660.5884
Ukraine,UKR,2022,441.22202
Ukraine,UKR,2023,431.8069
United Arab Emirates,ARE,2001,541.56604
United Arab Emirates,ARE,2002,591.6931
United Arab Emirates,ARE,2003,631.1553
United Arab Emirates,ARE,2004,675.06537
United Arab Emirates,ARE,2005,704.598
United Arab Emirates,ARE,2006,741.29297
United Arab Emirates,ARE,2007,818.361
United Arab Emirates,ARE,2008,938.4005
United Arab Emirates,ARE,2009,925.5575
United Arab Emirates,ARE,2010,972.44055
United Arab Emirates,ARE,2011,1020.8742
United Arab Emirates,ARE,2012,1074.0333
United Arab Emirates,ARE,2013,1133.0077
United Arab Emirates,ARE,2014,1130.0334
United Arab Emirates,ARE,2015,1226.9792
United Arab Emirates,ARE,2016,1275.4666
United Arab Emirates,ARE,2017,1213.4617
United Arab Emirates,ARE,2018,1147.3431
United Arab Emirates,ARE,2019,1209.4304
United Arab Emirates,ARE,2020,1186.9569
United Arab Emirates,ARE,2021,1203.4673
United Arab Emirates,ARE,2022,1285.1675
United Arab Emirates,ARE,2023,1309.506
United Kingdom,GBR,1965,2259.641
United Kingdom,GBR,1966,2256.721
United Kingdom,GBR,1967,2247.7202
United Kingdom,GBR,1968,2326.104
United Kingdom,GBR,1969,2406.4595
United Kingdom,GBR,1970,2463.8206
United Kingdom,GBR,1971,2415.7078
United Kingdom,GBR,1972,2447.364
United Kingdom,GBR,1973,2576.2925
United Kingdom,GBR,1974,2425.7527
United Kingdom,GBR,1975,2290.8157
United Kingdom,GBR,1976,2321.355
United Kingdom,GBR,1977,2357.6963
United Kingdom,GBR,1978,2379.5312
United Kingdom,GBR,1979,2492.6152
United Kingdom,GBR,1980,2264.3804
United Kingdom,GBR,1981,2194.3872
United Kingdom,GBR,1982,2146.9849
United Kingdom,GBR,1983,2139.3247
United Kingdom,GBR,1984,2126.8342
United Kingdom,GBR,1985,2205.6729
United Kingdom,GBR,1986,2275.3154
United Kingdom,GBR,1987,2283.817
United Kingdom,GBR,1988,2291.183
United Kingdom,GBR,1989,2271.0195
United Kingdom,GBR,1990,2304.7695
United Kingdom,GBR,1991,2345.415
United Kingdom,GBR,1992,2308.4873
United Kingdom,GBR,1993,2303.9944
United Kingdom,GBR,1994,2272.3254
United Kingdom,GBR,1995,2279.9531
United Kingdom,GBR,1996,2390.419
United Kingdom,GBR,1997,2329.8015
United Kingdom,GBR,1998,2343.1262
United Kingdom,GBR,1999,2340.0378
United Kingdom,GBR,2000,2392.519
United Kingdom,GBR,2001,2408.6265
United Kingdom,GBR,2002,2350.893
United Kingdom,GBR,2003,2388.9226
United Kingdom,GBR,2004,2426.1987
United Kingdom,GBR,2005,2436.0947
United Kingdom,GBR,2006,2415.4922
United Kingdom,GBR,2007,2370.0723
United Kingdom,GBR,2008,2342.8062
United Kingdom,GBR,2009,2158.2317
United Kingdom,GBR,2010,2224.5244
United Kingdom,GBR,2011,2043.8877
United Kingdom,GBR,2012,2063.9133
United Kingdom,GBR,2013,2026.73
United Kingdom,GBR,2014,1881.063
United Kingdom,GBR,2015,1849.6539
United Kingdom,GBR,2016,1810.6345
United Kingdom,GBR,2017,1778.5479
United Kingdom,GBR,2018,1756.137
United Kingdom,GBR,2019,1701.4064
United Kingdom,GBR,2020,1451.4324
United Kingdom,GBR,2021,1515.1289
United Kingdom,GBR,2022,1503.4786
United Kingdom,GBR,2023,1432.8496
United States,USA,1965,13797.927
United States,USA,1966,14594.848
United States,USA,1967,15038.9795
United States,USA,1968,15957.852
United States,USA,1969,16733.182
United States,USA,1970,17339.508
United States,USA,1971,17617.41
United States,USA,1972,18469.3
United States,USA,1973,19204.703
United States,USA,1974,18529.32
United States,USA,1975,17836.91
United States,USA,1976,18878.027
United States,USA,1977,19404.64
United States,USA,1978,19609.375
United States,USA,1979,19896.016
United States,USA,1980,19084.836
United States,USA,1981,18450.318
United States,USA,1982,17458.037
United States,USA,1983,17279.002
United States,USA,1984,18177.648
United States,USA,1985,18076.28
United States,USA,1986,18137.031
United States,USA,1987,18807.977
United States,USA,1988,19633.744
United States,USA,1989,19995.797
United States,USA,1990,19818.102
United States,USA,1991,19683.504
United States,USA,1992,20088.693
United States,USA,1993,20504.277
United States,USA,1994,20897.713
United States,USA,1995,21172.914
United States,USA,1996,21887.312
United States,USA,1997,22179.703
United States,USA,1998,22303.105
United States,USA,1999,22599.785
United States,USA,2000,23225.385
United States,USA,2001,22750.32
United States,USA,2002,22941.4
United States,USA,2003,23043.092
United States,USA,2004,23500.695
United States,USA,2005,23515.395
United States,USA,2006,23188.213
United States,USA,2007,23579.912
United States,USA,2008,22797.396
United States,USA,2009,21400.898
United States,USA,2010,22175.387
United States,USA,2011,21752.76
United States,USA,2012,21191.723
United States,USA,2013,21720.932
United States,USA,2014,21926.422
United States,USA,2015,21655.984
United States,USA,2016,21417.207
United States,USA,2017,21315.105
United States,USA,2018,22212.854
United States,USA,2019,21948.14
United States,USA,2020,19936.998
United States,USA,2021,21170.129
United States,USA,2022,21479.43
United States,USA,2023,21102.203
Upper-middle-income countries,,1965,9976.176
Upper-middle-income countries,,1966,10616.818
Upper-middle-income countries,,1967,10921.05
Upper-middle-income countries,,1968,11333.741
Upper-middle-income countries,,1969,12131.647
Upper-middle-income countries,,1970,13159.938
Upper-middle-income countries,,1971,14169.008
Upper-middle-income countries,,1972,15032.946
Upper-middle-income countries,,1973,15929.338
Upper-middle-income countries,,1974,16706.092
Upper-middle-income countries,,1975,17786.086
Upper-middle-income countries,,1976,18580.395
Upper-middle-income countries,,1977,19623.592
Upper-middle-income countries,,1978,20752.523
Upper-middle-income countries,,1979,21466.957
Upper-middle-income countries,,1980,21936.73
Upper-middle-income countries,,1981,22255.465
Upper-middle-income countries,,1982,22971.107
Upper-middle-income countries,,1983,23562.188
Upper-middle-income countries,,1984,24536.898
Upper-middle-income countries,,1985,21615.092
Upper-middle-income countries,,1986,22393.223
Upper-middle-income countries,,1987,23401.63
Upper-middle-income countries,,1988,24315.887
Upper-middle-income countries,,1989,24853.89
Upper-middle-income countries,,1990,25033.969
Upper-middle-income countries,,1991,25333.77
Upper-middle-income countries,,1992,25598.559
Upper-middle-income countries,,1993,25632.97
Upper-middle-income countries,,1994,25672.898
Upper-middle-income countries,,1995,25677.387
Upper-middle-income countries,,1996,26336.227
Upper-middle-income countries,,1997,26358.764
Upper-middle-income countries,,1998,26279.188
Upper-middle-income countries,,1999,26710.746
Upper-middle-income countries,,2000,27623.83
Upper-middle-income countries,,2001,28432.77
Upper-middle-income countries,,2002,29616.945
Upper-middle-income countries,,2003,32396.51
Upper-middle-income countries,,2004,35576.047
Upper-middle-income countries,,2005,38304.625
Upper-middle-income countries,,2006,40951.156
Upper-middle-income countries,,2007,43379.28
Upper-middle-income countries,,2008,44362.508
Upper-middle-income countries,,2009,44959.52
Upper-middle-income countries,,2010,47427.816
Upper-middle-income countries,,2011,50523.26
Upper-middle-income countries,,2012,51949.59
Upper-middle-income countries,,2013,52820.418
Upper-middle-income countries,,2014,53442.938
Upper-middle-income countries,,2015,53216.816
Upper-middle-income countries,,2016,53254.902
Upper-middle-income countries,,2017,54525.016
Upper-middle-income countries,,2018,55982.008
Upper-middle-income countries,,2019,57142.93
Upper-middle-income countries,,2020,56453.06
Upper-middle-income countries,,2021,59214.47
Upper-middle-income countries,,2022,60461.4
Upper-middle-income countries,,2023,62970.43
Uzbekistan,UZB,1985,450.00006
Uzbekistan,UZB,1986,443.67715
Uzbekistan,UZB,1987,456.5783
Uzbekistan,UZB,1988,458.61127
Uzbekistan,UZB,1989,480.23486
Uzbekistan,UZB,1990,500.02234
Uzbekistan,UZB,1991,494.34106
Uzbekistan,UZB,1992,466.99106
Uzbekistan,UZB,1993,484.3704
Uzbekistan,UZB,1994,479.4473
Uzbekistan,UZB,1995,488.65054
Uzbekistan,UZB,1996,502.8418
Uzbekistan,UZB,1997,500.92084
Uzbekistan,UZB,1998,501.13956
Uzbekistan,UZB,1999,564.33813
Uzbekistan,UZB,2000,577.4301
Uzbekistan,UZB,2001,578.47723
Uzbekistan,UZB,2002,593.0979
Uzbekistan,UZB,2003,532.40576
Uzbekistan,UZB,2004,537.1351
Uzbekistan,UZB,2005,541.9855
Uzbekistan,UZB,2006,508.13348
Uzbekistan,UZB,2007,538.92206
Uzbekistan,UZB,2008,511.4669
Uzbekistan,UZB,2009,506.29547
Uzbekistan,UZB,2010,503.46964
Uzbekistan,UZB,2011,534.2714
Uzbekistan,UZB,2012,524.9783
Uzbekistan,UZB,2013,527.1149
Uzbekistan,UZB,2014,550.6781
Uzbekistan,UZB,2015,522.4976
Uzbekistan,UZB,2016,504.0208
Uzbekistan,UZB,2017,513.9119
Uzbekistan,UZB,2018,524.46747
Uzbekistan,UZB,2019,525.01306
Uzbekistan,UZB,2020,526.8285
Uzbekistan,UZB,2021,552.53296
Uzbekistan,UZB,2022,574.4803
Uzbekistan,UZB,2023,565.51587
Venezuela,VEN,1965,187.43665
Venezuela,VEN,1966,189.18173
Venezuela,VEN,1967,198.97821
Venezuela,VEN,1968,211.8071
Venezuela,VEN,1969,212.94043
Venezuela,VEN,1970,212.3399
Venezuela,VEN,1971,212.27371
Venezuela,VEN,1972,223.44069
Venezuela,VEN,1973,257.60986
Venezuela,VEN,1974,262.73428
Venezuela,VEN,1975,270.54004
Venezuela,VEN,1976,293.4118
Venezuela,VEN,1977,325.89484
Venezuela,VEN,1978,333.57855
Venezuela,VEN,1979,365.54626
Venezuela,VEN,1980,413.09027
Venezuela,VEN,1981,428.66702
Venezuela,VEN,1982,435.91257
Venezuela,VEN,1983,427.55423
Venezuela,VEN,1984,430.5556
Venezuela,VEN,1985,436.80298
Venezuela,VEN,1986,466.85138
Venezuela,VEN,1987,449.61456
Venezuela,VEN,1988,462.18625
Venezuela,VEN,1989,465.55435
Venezuela,VEN,1990,494.19644
Venezuela,VEN,1991,475.9311
Venezuela,VEN,1992,517.8348
Venezuela,VEN,1993,510.26535
Venezuela,VEN,1994,554.6821
Venezuela,VEN,1995,575.2601
Venezuela,VEN,1996,549.63763
Venezuela,VEN,1997,580.0147
Venezuela,VEN,1998,580.4795
Venezuela,VEN,1999,552.66046
Venezuela,VEN,2000,586.05896
Venezuela,VEN,2001,639.4388
Venezuela,VEN,2002,642.0718
Venezuela,VEN,2003,558.4645
Venezuela,VEN,2004,615.032
Venezuela,VEN,2005,628.44995
Venezuela,VEN,2006,702.3136
Venezuela,VEN,2007,740.87256
Venezuela,VEN,2008,756.65283
Venezuela,VEN,2009,771.05774
Venezuela,VEN,2010,744.2269
Venezuela,VEN,2011,780.51526
Venezuela,VEN,2012,830.8006
Venezuela,VEN,2013,814.6437
Venezuela,VEN,2014,794.97797
Venezuela,VEN,2015,767.6364
Venezuela,VEN,2016,721.23
Venezuela,VEN,2017,686.26984
Venezuela,VEN,2018,555.02167
Venezuela,VEN,2019,491.29434
Venezuela,VEN,2020,351.3424
Venezuela,VEN,2021,426.50153
Venezuela,VEN,2022,471.6139
Venezuela,VEN,2023,532.74176
Vietnam,VNM,1981,49.81825
Vietnam,VNM,1982,53.35842
Vietnam,VNM,1983,56.985516
Vietnam,VNM,1984,56.409485
Vietnam,VNM,1985,57.283234
Vietnam,VNM,1986,62.671627
Vietnam,VNM,1987,71.15594
Vietnam,VNM,1988,69.92016
Vietnam,VNM,1989,60.338074
Vietnam,VNM,1990,61.25195
Vietnam,VNM,1991,59.834885
Vietnam,VNM,1992,64.41968
Vietnam,VNM,1993,74.419975
Vietnam,VNM,1994,82.113884
Vietnam,VNM,1995,95.861855
Vietnam,VNM,1996,110.2652
Vietnam,VNM,1997,133.44868
Vietnam,VNM,1998,148.80237
Vietnam,VNM,1999,147.31941
Vietnam,VNM,2000,171.1218
Vietnam,VNM,2001,188.54776
Vietnam,VNM,2002,211.63832
Vietnam,VNM,2003,230.26694
Vietnam,VNM,2004,296.4293
Vietnam,VNM,2005,322.2851
Vietnam,VNM,2006,282.67493
Vietnam,VNM,2007,306.57834
Vietnam,VNM,2008,384.0117
Vietnam,VNM,2009,383.77795
Vietnam,VNM,2010,460.74872
Vietnam,VNM,2011,483.52106
Vietnam,VNM,2012,477.7624
Vietnam,VNM,2013,501.4317
Vietnam,VNM,2014,559.27356
Vietnam,VNM,2015,674.7678
Vietnam,VNM,2016,726.6642
Vietnam,VNM,2017,733.3037
Vietnam,VNM,2018,860.5595
Vietnam,VNM,2019,1012.62726
Vietnam,VNM,2020,981.0978
Vietnam,VNM,2021,924.4995
Vietnam,VNM,2022,901.9753
Vietnam,VNM,2023,1049.555
Western Africa (EI),,1965,56.11431
Western Africa (EI),,1966,58.142525
Western Africa (EI),,1967,56.78167
Western Africa (EI),,1968,56.457165
Western Africa (EI),,1969,60.64251
Western Africa (EI),,1970,64.9069
Western Africa (EI),,1971,81.06108
Western Africa (EI),,1972,86.85354
Western Africa (EI),,1973,97.97998
Western Africa (EI),,1974,101.39062
Western Africa (EI),,1975,110.19302
Western Africa (EI),,1976,124.225334
Western Africa (EI),,1977,140.00497
Western Africa (EI),,1978,150.97096
Western Africa (EI),,1979,163.74576
Western Africa (EI),,1980,176.60707
Western Africa (EI),,1981,201.52986
Western Africa (EI),,1982,211.9235
Western Africa (EI),,1983,203.06918
Western Africa (EI),,1984,187.01285
Western Africa (EI),,1985,192.78123
Western Africa (EI),,1986,184.79488
Western Africa (EI),,1987,195.19005
Western Africa (EI),,1988,207.13297
Western Africa (EI),,1989,217.47217
Western Africa (EI),,1990,210.3271
Western Africa (EI),,1991,220.91443
Western Africa (EI),,1992,240.74329
Western Africa (EI),,1993,244.23265
Western Africa (EI),,1994,240.77515
Western Africa (EI),,1995,247.63898
Western Africa (EI),,1996,269.6128
Western Africa (EI),,1997,268.0805
Western Africa (EI),,1998,282.92838
Western Africa (EI),,1999,277.0456
Western Africa (EI),,2000,297.2558
Western Africa (EI),,2001,325.73303
Western Africa (EI),,2002,358.71173
Western Africa (EI),,2003,358.6347
Western Africa (EI),,2004,364.01715
Western Africa (EI),,2005,381.87244
Western Africa (EI),,2006,347.51627
Western Africa (EI),,2007,378.54694
Western Africa (EI),,2008,402.37076
Western Africa (EI),,2009,374.90015
Western Africa (EI),,2010,392.24597
Western Africa (EI),,2011,431.74594
Western Africa (EI),,2012,454.94305
Western Africa (EI),,2013,462.2367
Western Africa (EI),,2014,474.898
Western Africa (EI),,2015,561.5082
Western Africa (EI),,2016,574.38306
Western Africa (EI),,2017,616.383
Western Africa (EI),,2018,692.962
Western Africa (EI),,2019,707.87915
Western Africa (EI),,2020,717.49817
Western Africa (EI),,2021,851.60516
Western Africa (EI),,2022,855.46313
Western Africa (EI),,2023,828.51306
World,OWID_WRL,1965,40494.035
World,OWID_WRL,1966,42655.64
World,OWID_WRL,1967,44249.402
World,OWID_WRL,1968,46888.777
World,OWID_WRL,1969,50126.605
World,OWID_WRL,1970,53374.527
World,OWID_WRL,1971,55397.49
World,OWID_WRL,1972,58361.312
World,OWID_WRL,1973,61783.535
World,OWID_WRL,1974,61580.938
World,OWID_WRL,1975,61697.516
World,OWID_WRL,1976,65113.875
World,OWID_WRL,1977,67216.984
World,OWID_WRL,1978,69465.414
World,OWID_WRL,1979,71670.875
World,OWID_WRL,1980,70676.08
World,OWID_WRL,1981,69849.58
World,OWID_WRL,1982,69135.766
World,OWID_WRL,1983,69854.555
World,OWID_WRL,1984,72535.484
World,OWID_WRL,1985,73945.266
World,OWID_WRL,1986,75402.85
World,OWID_WRL,1987,78023.42
World,OWID_WRL,1988,80700.836
World,OWID_WRL,1989,82329.06
World,OWID_WRL,1990,83005.35
World,OWID_WRL,1991,83328.87
World,OWID_WRL,1992,83823.63
World,OWID_WRL,1993,83980
World,OWID_WRL,1994,85033.2
World,OWID_WRL,1995,86512.13
World,OWID_WRL,1996,89078.266
World,OWID_WRL,1997,89999.75
World,OWID_WRL,1998,90397.96
World,OWID_WRL,1999,91831.14
World,OWID_WRL,2000,94419.18
World,OWID_WRL,2001,95547.7
World,OWID_WRL,2002,97646.61
World,OWID_WRL,2003,101819.11
World,OWID_WRL,2004,106791.25
World,OWID_WRL,2005,110595.3
World,OWID_WRL,2006,113703.32
World,OWID_WRL,2007,117572.37
World,OWID_WRL,2008,118441.73
World,OWID_WRL,2009,116161.75
World,OWID_WRL,2010,121640.37
World,OWID_WRL,2011,124690.23
World,OWID_WRL,2012,126428.47
World,OWID_WRL,2013,128084.39
World,OWID_WRL,2014,128866.7
World,OWID_WRL,2015,129409.83
World,OWID_WRL,2016,130027.06
World,OWID_WRL,2017,132689.66
World,OWID_WRL,2018,135695.62
World,OWID_WRL,2019,136300.55
World,OWID_WRL,2020,129756.45
World,OWID_WRL,2021,136369.6
World,OWID_WRL,2022,138182.84
World,OWID_WRL,2023,140230.67
