Entity,Code,Year,Oil consumption - TWh,Gas consumption - TWh,Coal consumption - TWh
Middle East (EI),,2014,4727.2744,4473.643,122.47553
Middle East (EI),,2015,4702.626,4792.7266,116.73296
Middle East (EI),,2016,4817.408,5010.9336,105.766785
Middle East (EI),,2017,4874.325,5098.312,104.39294
Middle East (EI),,2018,4826.3477,5179.162,103.31253
Middle East (EI),,2019,4713.034,5348.328,105.94424
Middle East (EI),,2020,4367.314,5528.975,103.175995
Middle East (EI),,2021,4613.969,5491.435,104.744606
Middle East (EI),,2022,4958.795,5661.168,105.07941
Middle East (EI),,2023,5079.116,5777.167,105.3033
Morocco,MAR,1965,11.545965,0.5145,2.1136668
Morocco,MAR,1966,16.513163,0.5145,3.2408333
Morocco,MAR,1967,18.142168,0.5145,3.2271667
Morocco,MAR,1968,19.909143,0.5145,2.9001665
Morocco,MAR,1969,21.551186,0.5145,2.8981667
Morocco,MAR,1970,22.55748,0.5145,3.323
Morocco,MAR,1971,23.806574,0.5021019,3.4766667
Morocco,MAR,1972,25.329979,0.5438419,4.2968335
Morocco,MAR,1973,30.294249,0.68005276,4.2571664
Morocco,MAR,1974,32.480705,0.78027993,4.2161665
Morocco,MAR,1975,33.62336,0.6902986,4.7921667
Morocco,MAR,1976,36.71666,0.7720341,5.1994996
Morocco,MAR,1977,41.40305,0.84101194,4.9101663
Morocco,MAR,1978,44.40629,0.7940267,4.9498334
Morocco,MAR,1979,50.361397,0.73529524,4.8281665
Morocco,MAR,1980,51.022358,0.64531386,4.628
Morocco,MAR,1981,50.176956,0.8285094,4.916833
Morocco,MAR,1982,52.811638,0.7687777,5.477667
Morocco,MAR,1983,53.351723,0.81177384,6.785333
Morocco,MAR,1984,55.483395,0.81077385,5.8275
Morocco,MAR,1985,55.250378,0.9162347,7.69906
Morocco,MAR,1986,54.291435,0.8869969,10.45537
Morocco,MAR,1987,54.27466,0.7207925,12.130089
Morocco,MAR,1988,58.015285,0.7365394,11.967269
Morocco,MAR,1989,63.670048,0.544098,13.211679
Morocco,MAR,1990,65.89839,0.50335807,12.74648
Morocco,MAR,1991,65.97015,0.32216248,13.88622
Morocco,MAR,1992,77.84268,0.21168916,12.87441
Morocco,MAR,1993,79.18833,0.20694415,14.06067
Morocco,MAR,1994,86.091125,0.2021875,15.677239
Morocco,MAR,1995,81.52536,0.127965,18.99179
Morocco,MAR,1996,76.85733,0.1627036,24.3067
Morocco,MAR,1997,81.739136,0.29991445,23.15533
Morocco,MAR,1998,81.00672,0.32915223,27.621248
Morocco,MAR,1999,89.25713,0.3836389,26.41173
Morocco,MAR,2000,83.48259,0.44187024,31.22655
Morocco,MAR,2001,83.637276,0.43712527,39.69319
Morocco,MAR,2002,87.03641,0.55943996,39.472218
Morocco,MAR,2003,87.084114,0.53613,38.060337
Morocco,MAR,2004,100.61575,0.68764496,42.100597
Morocco,MAR,2005,109.33424,4.49883,44.14748
Morocco,MAR,2006,110.873024,5.5827446,44.8918
Morocco,MAR,2007,115.9952,6.2976627,37.59607
Morocco,MAR,2008,127.88396,6.2191076,42.61604
Morocco,MAR,2009,129.22275,6.831928,31.469973
Morocco,MAR,2010,143.70778,7.379246,32.415386
Morocco,MAR,2011,153.33934,9.340199,34.6259
Morocco,MAR,2012,154.29112,12.491665,35.170513
Morocco,MAR,2013,156.06314,12.112491,34.901863
Morocco,MAR,2014,148.68529,11.739,46.952866
Morocco,MAR,2015,145.51521,11.770798,51.69651
Morocco,MAR,2016,149.06464,11.975875,49.81594
Morocco,MAR,2017,157.80402,11.880709,51.781143
Morocco,MAR,2018,154.05063,10.715159,59.892403
Morocco,MAR,2019,156.34242,10.126819,77.487465
Morocco,MAR,2020,136.50922,7.866613,79.828316
Morocco,MAR,2021,154.91988,7.899017,85.96896
Morocco,MAR,2022,159.81696,2.2269576,86.36192
Morocco,MAR,2023,158.48438,8.880107,81.00748
Netherlands,NLD,1965,295.90454,15,103.05555
Netherlands,NLD,1966,320.8774,28.61111,93.888885
Netherlands,NLD,1967,327.9667,50.555553,90.27777
Netherlands,NLD,1968,353.7581,85,85.55555
Netherlands,NLD,1969,385.83737,125.27778,72.77777
Netherlands,NLD,1970,429.0313,176.38889,53.333332
Netherlands,NLD,1971,423.7892,230.55554,40.277775
Netherlands,NLD,1972,472.7687,300,34.444443
Netherlands,NLD,1973,487.92667,333.61108,35
Netherlands,NLD,1974,418.32544,355,33.333332
Netherlands,NLD,1975,412.4857,370.27774,28.055555
Netherlands,NLD,1976,464.2084,384.44443,35
Netherlands,NLD,1977,445.5194,385.83334,36.666664
Netherlands,NLD,1978,455.18344,386.66666,41.944443
Netherlands,NLD,1979,490.4418,385,39.999996
Netherlands,NLD,1980,458.67545,351.94443,46.388885
Netherlands,NLD,1981,426.86792,334.99997,51.38889
Netherlands,NLD,1982,373.0677,319.99997,59.444443
Netherlands,NLD,1983,353.5345,342.2222,61.38889
Netherlands,NLD,1984,349.00687,363.6111,74.166664
Netherlands,NLD,1985,353.14584,383.3333,73.888885
Netherlands,NLD,1986,391.5668,382.22223,76.11111
Netherlands,NLD,1987,394.37207,394.44443,80.27778
Netherlands,NLD,1988,418.44595,356.66666,96.11111
Netherlands,NLD,1989,412.89236,365.83334,95.27777
Netherlands,NLD,1990,428.5198,368.05557,101.666664
Netherlands,NLD,1991,411.34976,410.69443,93.611115
Netherlands,NLD,1992,431.89185,399.91666,93.33333
Netherlands,NLD,1993,426.74704,411.30554,94.166664
Netherlands,NLD,1994,424.05542,397.2222,100.27778
Netherlands,NLD,1995,447.4748,408.02777,103.61111
Netherlands,NLD,1996,447.37653,452.19443,100
Netherlands,NLD,1997,464.74838,423.69443,97.22222
Netherlands,NLD,1998,470.26678,418.38885,99.166664
Netherlands,NLD,1999,479.29355,408.77777,86.94444
Netherlands,NLD,2000,486.18246,409.91666,90.27777
Netherlands,NLD,2001,509.7186,418.19443,96.11111
Netherlands,NLD,2002,512.05084,413.97223,96.666664
Netherlands,NLD,2003,512.8084,416.8333,100
Netherlands,NLD,2004,536.42145,426.77777,98.61111
Netherlands,NLD,2005,569.4229,414.55557,94.166664
Netherlands,NLD,2006,567.0726,398.0833,89.72222
Netherlands,NLD,2007,583.52014,388.05554,97.77778
Netherlands,NLD,2008,554.87646,403.8889,92.5
Netherlands,NLD,2009,530.0778,413.5833,87.22222
Netherlands,NLD,2010,568.0019,467.5833,87.77778
Netherlands,NLD,2011,567.4296,409.27777,86.58333
Netherlands,NLD,2012,555.90686,392.8333,95.138885
Netherlands,NLD,2013,529.2256,391.1389,95.19444
Netherlands,NLD,2014,518.6247,343.27777,105.30555
Netherlands,NLD,2015,505.8948,337.8889,128.66667
Netherlands,NLD,2016,517.8782,351.6111,119.27777
Netherlands,NLD,2017,520.8713,362.9722,106.97222
Netherlands,NLD,2018,506.96292,355.8889,96.08333
Netherlands,NLD,2019,494.70673,371.6111,74.69444
Netherlands,NLD,2020,470.90628,360.94443,47.77778
Netherlands,NLD,2021,470.28995,348.41666,65.11111
Netherlands,NLD,2022,461.5315,275.3611,64.333336
Netherlands,NLD,2023,473.0846,257.72223,43.99141
New Zealand,NZL,1965,32.636177,,19.13135
New Zealand,NZL,1966,36.13348,,18.608
New Zealand,NZL,1967,37.95181,,16.99143
New Zealand,NZL,1968,38.995968,,15.99125
New Zealand,NZL,1969,40.505108,,16.398298
New Zealand,NZL,1970,47.609863,0.7104,16.40993
New Zealand,NZL,1971,49.176487,0.9024,14.59565
New Zealand,NZL,1972,52.94315,1.6352,14.95618
New Zealand,NZL,1973,55.962757,1.9008,16.94491
New Zealand,NZL,1974,52.95165,3.2034748,17.444561
New Zealand,NZL,1975,51.22918,3.4746535,16.416618
New Zealand,NZL,1976,52.70256,9.33013,16.916695
New Zealand,NZL,1977,52.72557,15.340602,16.111172
New Zealand,NZL,1978,50.766357,14.378684,14.861116
New Zealand,NZL,1979,51.13983,9.527735,13.249994
New Zealand,NZL,1980,48.85752,8.698373,13.628225
New Zealand,NZL,1981,46.47539,10.677521,13.577947
New Zealand,NZL,1982,46.441486,19.426569,13.310541
New Zealand,NZL,1983,44.486046,21.091728,14.74875
New Zealand,NZL,1984,45.900852,27.045172,13.717163
New Zealand,NZL,1985,43.00212,34.48909,12.66603
New Zealand,NZL,1986,38.701366,41.616955,14.556855
New Zealand,NZL,1987,44.81707,40.255424,12.149866
New Zealand,NZL,1988,43.816982,44.151974,13.165961
New Zealand,NZL,1989,45.22757,45.382774,14.334275
New Zealand,NZL,1990,50.82389,44.44859,13.928279
New Zealand,NZL,1991,51.70254,48.3457,13.280543
New Zealand,NZL,1992,53.34146,51.16109,14.623765
New Zealand,NZL,1993,53.03442,49.90051,14.406294
New Zealand,NZL,1994,61.31527,46.77109,13.617704
New Zealand,NZL,1995,66.30301,44.630497,13.655409
New Zealand,NZL,1996,67.54738,50.87484,13.457762
New Zealand,NZL,1997,70.944374,54.805138,14.528347
New Zealand,NZL,1998,71.86079,48.31148,13.247123
New Zealand,NZL,1999,72.871544,55.233707,13.571336
New Zealand,NZL,2000,74.42254,58.75267,12.859932
New Zealand,NZL,2001,75.24428,61.993137,15.92658
New Zealand,NZL,2002,77.48304,59.181942,15.918619
New Zealand,NZL,2003,82.19651,44.62404,22.97443
New Zealand,NZL,2004,81.031,40.718163,23.73867
New Zealand,NZL,2005,85.43949,37.576244,26.427471
New Zealand,NZL,2006,85.78982,38.154423,26.021524
New Zealand,NZL,2007,86.18501,42.152313,19.720991
New Zealand,NZL,2008,87.20915,39.045193,24.47237
New Zealand,NZL,2009,83.42238,40.138943,18.818949
New Zealand,NZL,2010,84.06174,43.759987,16.071981
New Zealand,NZL,2011,86.10043,40.2155,16.269657
New Zealand,NZL,2012,85.01224,44.646664,20.272028
New Zealand,NZL,2013,86.0317,47.0649,17.877504
New Zealand,NZL,2014,87.71647,52.28978,16.509882
New Zealand,NZL,2015,91.30542,48.018906,16.673475
New Zealand,NZL,2016,94.55371,47.97363,13.796134
New Zealand,NZL,2017,99.16319,49.92102,14.536367
New Zealand,NZL,2018,99.450386,45.022667,15.672816
New Zealand,NZL,2019,101.94943,48.04402,16.648094
New Zealand,NZL,2020,84.23938,45.72634,15.759999
New Zealand,NZL,2021,83.899605,38.74297,18.388664
New Zealand,NZL,2022,82.971375,36.21647,12.746311
New Zealand,NZL,2023,88.61539,38.05476,11.389625
Non-OECD (EI),,1965,4567.3154,1578.5005,5976.654
Non-OECD (EI),,1966,4915.6875,1755.4828,6205.5874
Non-OECD (EI),,1967,5246.723,1938.075,6131.5117
Non-OECD (EI),,1968,5632.8096,2099.3154,6150.3374
Non-OECD (EI),,1969,6035.813,2277.5176,6532.6777
Non-OECD (EI),,1970,6602.967,2487.716,6926.3135
Non-OECD (EI),,1971,7132.2026,2713.8074,7355.353
Non-OECD (EI),,1972,7745.4146,2868.9492,7614.13
Non-OECD (EI),,1973,8461.094,3164.1318,7738.442
Non-OECD (EI),,1974,9011.125,3378.6013,7831.7656
Non-OECD (EI),,1975,9346.334,3689.8428,8352.198
Non-OECD (EI),,1976,9920.083,4084.343,8483.516
Non-OECD (EI),,1977,10511.246,4437.4087,8903.102
Non-OECD (EI),,1978,11201.163,4764.674,9192.643
Non-OECD (EI),,1979,11663.607,5170.41,9468.685
Non-OECD (EI),,1980,11825.072,5364.4395,9581.238
Non-OECD (EI),,1981,11954.175,5681.6523,9751.692
Non-OECD (EI),,1982,12053.338,6131.988,10128.74
Non-OECD (EI),,1983,12156.048,6540.407,10564.208
Non-OECD (EI),,1984,12346.995,7147.3037,11031.754
Non-OECD (EI),,1985,12336.411,7436.3223,11511.137
Non-OECD (EI),,1986,12641.749,7868.14,11937.093
Non-OECD (EI),,1987,13026.054,8255.502,12558.147
Non-OECD (EI),,1988,13354.97,8765.4,13061.051
Non-OECD (EI),,1989,13672.527,9078.303,13215.724
Non-OECD (EI),,1990,14024.551,9493.933,13242.273
Non-OECD (EI),,1991,13967.439,9623.263,13262.132
Non-OECD (EI),,1992,13871.269,9512.484,13468.81
Non-OECD (EI),,1993,13615.526,9354.76,13663.498
Non-OECD (EI),,1994,13764.943,9219.485,13762.685
Non-OECD (EI),,1995,14071.962,9336.329,13876.161
Non-OECD (EI),,1996,14227.162,9777.203,14118.455
Non-OECD (EI),,1997,14982.549,9518.25,13969.673
Non-OECD (EI),,1998,15016.307,9836.243,13873.138
Non-OECD (EI),,1999,15297.73,10125.744,14104.028
Non-OECD (EI),,2000,15928.967,10518.8545,14528.904
Non-OECD (EI),,2001,16364.126,10955.246,15107.878
Non-OECD (EI),,2002,16722.76,11350.9375,16038.6455
Non-OECD (EI),,2003,17289.732,11865.105,18281.36
Non-OECD (EI),,2004,18557.322,12642.56,20400.48
Non-OECD (EI),,2005,18988.736,13205.755,22811.895
Non-OECD (EI),,2006,19755.736,13893.181,24581.766
Non-OECD (EI),,2007,20468.557,14514.321,26529.469
Non-OECD (EI),,2008,21071.125,14993.663,27324.236
Non-OECD (EI),,2009,21388.678,14833.263,28148.016
Non-OECD (EI),,2010,22695.436,16060.708,29212.645
Non-OECD (EI),,2011,23404.398,16871.922,31407.71
Non-OECD (EI),,2012,24359.85,17362.791,32033.121
Non-OECD (EI),,2013,24978.916,17552.498,32572.781
Non-OECD (EI),,2014,25594.16,18049.611,32955.926
Non-OECD (EI),,2015,26221.736,18514.31,32509.082
Non-OECD (EI),,2016,26952.01,18664.004,32179.266
Non-OECD (EI),,2017,27613.967,19737.486,32713.521
Non-OECD (EI),,2018,28064.115,20631.168,33740.914
Non-OECD (EI),,2019,28352.982,20973.021,34629.727
Non-OECD (EI),,2020,26599.23,21006.05,34635.62
Non-OECD (EI),,2021,27824.666,22157.781,36277.11
Non-OECD (EI),,2022,28941.768,22153.594,36846.72
Non-OECD (EI),,2023,30356.95,22531.615,38578.914
North America,,1965,7466.549,4467.994,3412.8337
North America,,1966,7833.953,4818.5474,3566.435
North America,,1967,8160.8506,5073.1475,3502.8997
North America,,1968,8699.625,5441.5024,3634.5938
North America,,1969,9124.7,5880.727,3642.3462
North America,,1970,9575.993,6213.8354,3624.5098
North America,,1971,9905.831,6418.509,3432.4197
North America,,1972,10679.776,6532.8936,3556.7488
North America,,1973,11354.611,6521.5625,3812.2861
North America,,1974,11026.319,6325.4897,3731.2556
North America,,1975,10809.021,5870.059,3729.3574
North America,,1976,11562.559,5978.4717,4013.345
North America,,1977,12142.008,5901.9336,4174.8345
North America,,1978,12467.338,5964.0107,4084.0315
North America,,1979,12306.104,6184.5625,4426.2812
North America,,1980,11543.458,6086.5293,4579.549
North America,,1981,10909.727,5964.575,4716.7783
North America,,1982,10331.664,5650.9937,4573.802
North America,,1983,10205.829,5337.409,4751.3354
North America,,1984,10530.535,5702.6724,5111.611
North America,,1985,10505.655,5554.8896,5217.145
North America,,1986,10958.978,5210.829,5136.4907
North America,,1987,11215.814,5500.998,5366.754
North America,,1988,11644.66,5781.1523,5620.6733
North America,,1989,11750.248,6129.2393,5685.6475
North America,,1990,11547.097,6131.6577,5696.6265
North America,,1991,11315.936,6264.195,5635.0215
North America,,1992,11531.652,6480.3555,5677.2573
North America,,1993,11619.481,6665.2754,5845.8174
North America,,1994,11968.931,6848.8213,5891.264
North America,,1995,11923.752,7133.5054,5960.4844
North America,,1996,12328.78,7271.089,6229.24
North America,,1997,12550.912,7331.801,6367.0957
North America,,1998,12800.467,7236.2607,6449.974
North America,,1999,13090.578,7320.5005,6428.929
North America,,2000,13342.495,7643.1973,6722.444
North America,,2001,13376.215,7330.9814,6558.836
North America,,2002,13363.19,7616.7686,6621.082
North America,,2003,13606.848,7517.033,6703.8784
North America,,2004,14108.793,7569.074,6726.9937
North America,,2005,14186.137,7535.2715,6845.305
North America,,2006,14018.21,7533.9326,6749.263
North America,,2007,14013.792,7969.5205,6837.884
North America,,2008,13244.684,8030.985,6706.3364
North America,,2009,12596.494,7940.4854,5902.084
North America,,2010,12755.922,8290.135,6254.494
North America,,2011,12571.408,8527.974,5924.3135
North America,,2012,12365.951,8846.6045,5254.53
North America,,2013,12455.369,9142.066,5431.3154
North America,,2014,12466.217,9351.395,5409.323
North America,,2015,12653.666,9579.756,4713.268
North America,,2016,12764.857,9585.384,4341.471
North America,,2017,12812.701,9574.857,4270.6177
North America,,2018,13025.548,10513.225,4047.9238
North America,,2019,12937.848,10850.656,3498.6025
North America,,2020,11303.612,10619.137,2802.9958
North America,,2021,12299.282,10677.621,3154.9893
North America,,2022,12500.689,11150.784,2960.7454
North America,,2023,12576.286,11256.269,2486.6787
North America (EI),,1965,7235.743,4456.537,3412.2522
North America (EI),,1966,7595.5015,4805.094,3565.8533
North America (EI),,1967,7912.1763,5058.3022,3502.3184
North America (EI),,1968,8445.538,5425.9277,3634.0125
North America (EI),,1969,8863.542,5865.0737,3641.7644
North America (EI),,1970,9278.467,6194.6714,3624.0444
North America (EI),,1971,9601.97,6399.786,3432.0361
North America (EI),,1972,10339.758,6513.5386,3556.365
North America (EI),,1973,10981.134,6502.8843,3811.9607
North America (EI),,1974,10655.761,6308.3735,3730.9067
North America (EI),,1975,10457.2705,5854.5044,3728.9246
North America (EI),,1976,11201.72,5960.922,4012.996
North America (EI),,1977,11765.75,5881.3916,4174.183
North America (EI),,1978,12085.726,5939.5522,4083.3804
North America (EI),,1979,11920.961,6159.186,4425.7344
North America (EI),,1980,11158.744,6057.8926,4578.909
North America (EI),,1981,10516.987,5933.1475,4716.15
North America (EI),,1982,9982.074,5612.873,4572.662
North America (EI),,1983,9868.889,5297.923,4748.99
North America (EI),,1984,10178.154,5661.2715,5109.708
North America (EI),,1985,10178.441,5512.4194,5213.4126
North America (EI),,1986,10622.383,5167.38,5133.5396
North America (EI),,1987,10874.315,5454.856,5362.125
North America (EI),,1988,11301.78,5728.093,5616.3125
North America (EI),,1989,11391.114,6075.943,5681.647
North America (EI),,1990,11188.664,6076.415,5692.842
North America (EI),,1991,10966.316,6208.3438,5631.064
North America (EI),,1992,11192.299,6426.4575,5673.6226
North America (EI),,1993,11278.325,6604.7656,5842.0547
North America (EI),,1994,11613.777,6779.639,5888.4307
North America (EI),,1995,11566.787,7059.25,5957.5454
North America (EI),,1996,11957.429,7187.263,6226.627
North America (EI),,1997,12164.238,7240.7456,6364.2783
North America (EI),,1998,12400.766,7144.154,6446.902
North America (EI),,1999,12699.69,7222.4507,6425.333
North America (EI),,2000,12881.76,7535.247,6717.9116
North America (EI),,2001,12889.897,7208.907,6554.1123
North America (EI),,2002,12876.064,7486.466,6609.831
North America (EI),,2003,13119.029,7364.8423,6688.213
North America (EI),,2004,13618.206,7404.694,6710.556
North America (EI),,2005,13688.425,7354.97,6828.7314
North America (EI),,2006,13513.999,7319.3955,6730.314
North America (EI),,2007,13531.216,7748.361,6818.203
North America (EI),,2008,12796.534,7814.3164,6685.83
North America (EI),,2009,12176.447,7725.244,5882.201
North America (EI),,2010,12330.714,8058.101,6235.6455
North America (EI),,2011,12153.883,8295.7,5903.124
North America (EI),,2012,11971.251,8612.001,5233.08
North America (EI),,2013,12081.254,8902.586,5409.835
North America (EI),,2014,12089.108,9109.504,5386.394
North America (EI),,2015,12256.8955,9346.948,4691.138
North America (EI),,2016,12356.663,9377.669,4318.9956
North America (EI),,2017,12413.804,9356.647,4250.95
North America (EI),,2018,12625.923,10299.271,4027.963
North America (EI),,2019,12558.285,10630.436,3470.0293
North America (EI),,2020,10975.863,10420.85,2768.8506
North America (EI),,2021,11973.02,10466.92,3123.2576
North America (EI),,2022,12175.255,10943.472,2927.7888
North America (EI),,2023,12235.452,11047.671,2453.1643
North Macedonia,MKD,1990,12.740926,,15.466761
North Macedonia,MKD,1991,11.406301,,15.533597
North Macedonia,MKD,1992,12.286932,,15.442488
North Macedonia,MKD,1993,13.216734,,15.519188
North Macedonia,MKD,1994,10.265979,,16.120728
North Macedonia,MKD,1995,9.655315,,16.627272
North Macedonia,MKD,1996,14.679261,,16.087616
North Macedonia,MKD,1997,12.305494,0,15.046835
North Macedonia,MKD,1998,11.074813,0.1915,19.455256
North Macedonia,MKD,1999,11.075541,0.354275,16.96689
North Macedonia,MKD,2000,11.268543,0.57449996,15.544994
North Macedonia,MKD,2001,9.231523,0.766,17.187988
North Macedonia,MKD,2002,10.424202,0.78515,14.942584
North Macedonia,MKD,2003,10.086403,0.69897497,17.205456
North Macedonia,MKD,2004,10.276315,0.68,16.350151
North Macedonia,MKD,2005,10.618794,0.7270147,16.966042
North Macedonia,MKD,2006,11.223741,0.7785819,16.486874
North Macedonia,MKD,2007,12.1110325,0.9934347,16.917696
North Macedonia,MKD,2008,10.953669,1.1295522,17.337875
North Macedonia,MKD,2009,11.272176,0.7484022,15.550031
North Macedonia,MKD,2010,10.980215,1.1085367,15.057268
North Macedonia,MKD,2011,11.351918,1.2825214,17.196571
North Macedonia,MKD,2012,10.97192,1.3308442,16.186949
North Macedonia,MKD,2013,10.721132,1.5065966,13.540367
North Macedonia,MKD,2014,10.638594,1.2924999,12.5287895
North Macedonia,MKD,2015,11.40081,1.3019553,11.296521
North Macedonia,MKD,2016,12.803833,2.0473385,10.188275
North Macedonia,MKD,2017,12.1864195,2.6327944,11.13589
North Macedonia,MKD,2018,12.7179,2.4284997,10.049073
North Macedonia,MKD,2019,12.735264,2.838806,11.909485
North Macedonia,MKD,2020,11.742942,3.2494655,8.8074045
North Macedonia,MKD,2021,12.747635,4.1256022,7.7495565
North Macedonia,MKD,2022,13.929043,2.7871528,9.769953
North Macedonia,MKD,2023,14.063801,3.528726,10.302485
Norway,NOR,1965,60.316517,,8.877423
Norway,NOR,1966,68.08451,,8.17368
Norway,NOR,1967,70.49037,,8.581207
Norway,NOR,1968,78.40632,,8.734723
Norway,NOR,1969,86.18964,,9.731425
Norway,NOR,1970,97.02358,,9.94044
Norway,NOR,1971,96.0008,,9.348031
Norway,NOR,1972,100.55224,,10.149791
Norway,NOR,1973,102.16668,,10.911312
Norway,NOR,1974,92.95792,,12.097107
Norway,NOR,1975,96.23275,,11.502116
Norway,NOR,1976,106.440926,,11.097845
Norway,NOR,1977,104.85936,3.98909,9.555488
Norway,NOR,1978,116.65633,6.69888,9.847889
Norway,NOR,1979,116.01387,7.6525397,12.263672
Norway,NOR,1980,112.084496,8.22241,11.352112
Norway,NOR,1981,104.1835,10.10647,11.372373
Norway,NOR,1982,100.11227,10.90894,10.937642
Norway,NOR,1983,98.31226,12.2812805,11.652189
Norway,NOR,1984,102.18022,11.816079,13.066398
Norway,NOR,1985,107.2148,12.4557295,13.013132
Norway,NOR,1986,114.973854,13.7234,11.597307
Norway,NOR,1987,114.59487,15.10737,11.20419
Norway,NOR,1988,107.59319,19.02668,11.501965
Norway,NOR,1989,108.836784,21.073559,10.077325
Norway,NOR,1990,102.262924,22.31797,9.437522
Norway,NOR,1991,96.731445,25.14406,8.399316
Norway,NOR,1992,96.99233,27.063011,8.438346
Norway,NOR,1993,99.619385,28.470238,9.125279
Norway,NOR,1994,103.50979,30.563639,10.288382
Norway,NOR,1995,106.96971,30.85439,11.232914
Norway,NOR,1996,114.43929,33.4944,11.170465
Norway,NOR,1997,114.82874,38.681377,11.084599
Norway,NOR,1998,115.23408,39.507107,12.029132
Norway,NOR,1999,116.51929,37.73935,11.271945
Norway,NOR,2000,108.98533,42.36809,11.5451565
Norway,NOR,2001,114.80473,39.26288,10.288382
Norway,NOR,2002,113.96435,41.90289,8.922321
Norway,NOR,2003,118.46245,45.147655,8.711558
Norway,NOR,2004,113.5633,47.74115,9.83563
Norway,NOR,2005,115.055374,43.69921,8.399316
Norway,NOR,2006,117.82398,43.316414,7.2049894
Norway,NOR,2007,121.14075,42.63653,7.9231462
Norway,NOR,2008,114.245056,43.83998,8.165134
Norway,NOR,2009,113.279816,41.993416,6.4999995
Norway,NOR,2010,119.77768,41.547707,8.861111
Norway,NOR,2011,116.164406,40.62149,9.833333
Norway,NOR,2012,116.08983,40.802055,9.527778
Norway,NOR,2013,117.56478,40.335903,9.027778
Norway,NOR,2014,114.270676,43.395702,9.888888
Norway,NOR,2015,116.293976,46.02178,8.862735
Norway,NOR,2016,112.658714,44.35595,9.100231
Norway,NOR,2017,111.99558,46.362553,9.513363
Norway,NOR,2018,115.44276,44.76441,9.290532
Norway,NOR,2019,110.24315,46.099327,9.07454
Norway,NOR,2020,102.11662,44.535244,8.976604
Norway,NOR,2021,104.959404,42.554585,9.790111
Norway,NOR,2022,107.24007,39.266758,9.365546
Norway,NOR,2023,106.811356,37.932102,9.616215
OECD (EI),,1965,13445.202,4725.32,10201.041
OECD (EI),,1966,14511.711,5113.3315,10153.844
OECD (EI),,1967,15533.105,5435.9834,9964.006
OECD (EI),,1968,16878.475,5945.0317,10182.807
OECD (EI),,1969,18410.36,6555.916,10314.322
OECD (EI),,1970,20069.744,7127.092,10160.69
OECD (EI),,1971,20985.707,7579.382,9631.034
OECD (EI),,1972,22585.96,7992.7637,9554.097
OECD (EI),,1973,24261.041,8213.7,9945.128
OECD (EI),,1974,23213.523,8281.258,9864.665
OECD (EI),,1975,22646.012,7969.893,9693.236
OECD (EI),,1976,24139.867,8269.796,10216.2705
OECD (EI),,1977,24678.488,8322.43,10364.312
OECD (EI),,1978,25502.818,8529.272,10274.848
OECD (EI),,1979,25518.658,8947.618,10901.895
OECD (EI),,1980,23736.26,8872.5205,11296.545
OECD (EI),,1981,22341.531,8714.221,11406.311
OECD (EI),,1982,21217.268,8337.743,11266.686
OECD (EI),,1983,20943.71,8163.4194,11486.765
OECD (EI),,1984,21277.375,8755.372,11976.686
OECD (EI),,1985,21349.902,8825.895,12485.601
OECD (EI),,1986,22076.174,8552.967,12326.727
OECD (EI),,1987,22486.996,9026.39,12670.339
OECD (EI),,1988,23273.943,9323.442,12922.028
OECD (EI),,1989,23536.84,9810.347,13015.326
OECD (EI),,1990,23583.45,9987.218,12673.933
OECD (EI),,1991,23721.186,10349.573,12405.275
OECD (EI),,1992,24321.604,10550.999,12098.472
OECD (EI),,1993,24409.043,10910.722,12026.445
OECD (EI),,1994,25087.377,11170.127,12028.584
OECD (EI),,1995,25359.932,11768.162,12099.587
OECD (EI),,1996,26099.451,12382.052,12473.944
OECD (EI),,1997,26439.533,12512.141,12577.603
OECD (EI),,1998,26567.525,12597.755,12506.992
OECD (EI),,1999,26969.047,12946.158,12388.432
OECD (EI),,2000,27054.465,13475.402,12912.582
OECD (EI),,2001,27002.035,13361.585,12756.838
OECD (EI),,2002,26927.977,13677.349,12928.947
OECD (EI),,2003,27290.318,13862.627,13229.97
OECD (EI),,2004,27809.818,14091.715,13289.3545
OECD (EI),,2005,27976.814,14233.228,13378.868
OECD (EI),,2006,27713.027,14268.208,13491.4
OECD (EI),,2007,27554.207,14801.383,13704.435
OECD (EI),,2008,26557.865,15033.025,13461.809
OECD (EI),,2009,25177.39,14572.437,12041.976
OECD (EI),,2010,25362.791,15533.112,12775.666
OECD (EI),,2011,24995.922,15477.196,12533.086
OECD (EI),,2012,24804.49,15840.344,12027.873
OECD (EI),,2013,24675.445,16168.28,12136.459
OECD (EI),,2014,24417.666,15912.086,11937.243
OECD (EI),,2015,24755.473,16237.8,11171.422
OECD (EI),,2016,25108.842,16565.346,10557.595
OECD (EI),,2017,25364.838,16780.082,10479.761
OECD (EI),,2018,25457.273,17690.27,10111.876
OECD (EI),,2019,25265.943,18111.434,8967.438
OECD (EI),,2020,22146.453,17708.04,7661.065
OECD (EI),,2021,23705.83,18081.234,8322.971
OECD (EI),,2022,24285.07,17933.285,8022.4014
OECD (EI),,2023,24207.05,17570.123,6986.013
Oceania,,1965,232.65555,0.029474998,221.15912
Oceania,,1966,250.18103,0.039300002,227.99687
Oceania,,1967,272.33957,0.039300002,232.24142
Oceania,,1968,294.28094,0.304575,237.6857
Oceania,,1969,302.95322,4.1264997,245.67607
