Entity,Code,Year,Oil consumption - TWh,Gas consumption - TWh,Coal consumption - TWh
Africa,,1965,342.1337,9.571929,323.49615
Africa,,1966,370.45,10.698091,323.1222
Africa,,1967,369.19354,10.573845,330.29156
Africa,,1968,390.3657,10.717145,343.5129
Africa,,1969,398.15326,12.520175,346.64288
Africa,,1970,435.02704,15.5485,360.7569
Africa,,1971,474.3054,18.405262,383.0123
Africa,,1972,510.7296,24.670656,384.21082
Africa,,1973,549.80396,39.551792,408.9103
Africa,,1974,569.7385,44.518486,425.64618
Africa,,1975,597.671,53.63838,451.08047
Africa,,1976,652.5852,60.98139,481.07413
Africa,,1977,695.1952,68.23419,491.69846
Africa,,1978,732.366,97.369896,477.81558
Africa,,1979,771.1747,148.8428,507.24698
Africa,,1980,818.15454,186.91397,543.55707
Africa,,1981,885.4927,228.49115,635.79877
Africa,,1982,926.532,246.73354,701.17584
Africa,,1983,964.7042,271.27533,713.24603
Africa,,1984,982.0362,259.90277,762.8979
Africa,,1985,1007.3241,278.84274,787.16583
Africa,,1986,984.45636,313.27118,805.356
Africa,,1987,1038.56,323.38437,828.3197
Africa,,1988,1081.7913,358.44452,890.16077
Africa,,1989,1117.5557,371.47104,835.62085
Africa,,1990,1135.9592,398.64536,877.6782
Africa,,1991,1141.9103,401.6356,853.76215
Africa,,1992,1164.2032,421.27026,858.8312
Africa,,1993,1176.1725,412.64395,871.7139
Africa,,1994,1214.283,431.82794,894.4478
Africa,,1995,1256.2194,461.2435,922.47125
Africa,,1996,1283.562,484.19174,935.2283
Africa,,1997,1324.0258,474.47552,959.01904
Africa,,1998,1355.3862,499.33698,937.03894
Africa,,1999,1404.9454,504.01962,966.0107
Africa,,2000,1408.3779,556.8223,963.73047
Africa,,2001,1423.5013,634.6361,975.9262
Africa,,2002,1457.352,670.636,934.42163
Africa,,2003,1501.7174,711.536,1017.0484
Africa,,2004,1571.9252,783.10583,1119.1619
Africa,,2005,1641.2847,808.0279,1039.0729
Africa,,2006,1656.8494,843.74774,1054.097
Africa,,2007,1720.8945,900.41455,1071.6333
Africa,,2008,1807.1218,935.5027,1180.7251
Africa,,2009,1872.0237,941.2384,1176.002
Africa,,2010,1952.0454,981.41986,1167.1663
Africa,,2011,1921.6882,1061.5934,1149.025
Africa,,2012,2045.3468,1147.4294,1120.1858
Africa,,2013,2122.528,1170.0557,1132.1521
Africa,,2014,2144.3142,1202.3503,1185.7092
Africa,,2015,2202.6306,1307.7611,1123.2715
Africa,,2016,2221.6062,1350.4666,1191.6005
Africa,,2017,2265.2363,1455.7446,1192.7607
Africa,,2018,2299.4292,1553.0098,1170.1332
Africa,,2019,2295.1206,1576.5094,1236.2761
Africa,,2020,2055.2783,1541.8435,1195.1685
Africa,,2021,2242.3945,1766.1251,1197.929
Africa,,2022,2361.337,1747.1118,1144.8707
Africa,,2023,2358.9668,1712.2908,1133.9897
Africa (EI),,1965,342.1337,9.571929,323.49615
Africa (EI),,1966,370.45,10.698091,323.1222
Africa (EI),,1967,369.1935,10.573844,330.2916
Africa (EI),,1968,390.3657,10.717145,343.51288
Africa (EI),,1969,398.15326,12.520175,346.64288
Africa (EI),,1970,435.02707,15.5485,360.7569
Africa (EI),,1971,474.30536,18.405264,383.0123
Africa (EI),,1972,510.7296,24.670658,384.21082
Africa (EI),,1973,549.804,39.551792,408.91034
Africa (EI),,1974,569.7385,44.518486,425.6462
Africa (EI),,1975,597.6711,53.638374,451.08047
Africa (EI),,1976,652.5852,60.98139,481.07416
Africa (EI),,1977,695.1952,68.23419,491.69843
Africa (EI),,1978,732.366,97.369896,477.81558
Africa (EI),,1979,771.1747,148.8428,507.24698
Africa (EI),,1980,818.15454,186.91397,543.55707
Africa (EI),,1981,885.4927,228.49113,635.79877
Africa (EI),,1982,926.5319,246.73354,701.17584
Africa (EI),,1983,964.7042,271.27536,713.24603
Africa (EI),,1984,982.03625,259.90277,762.8978
Africa (EI),,1985,1007.3241,278.84274,787.1659
Africa (EI),,1986,984.45636,313.27118,805.356
Africa (EI),,1987,1038.56,323.38437,828.3197
Africa (EI),,1988,1081.7911,358.44455,890.16077
Africa (EI),,1989,1117.5557,371.47104,835.62085
Africa (EI),,1990,1135.9592,398.6454,877.6782
Africa (EI),,1991,1141.9103,401.6356,853.76215
Africa (EI),,1992,1164.2032,421.27026,858.8311
Africa (EI),,1993,1176.1725,412.64398,871.7139
Africa (EI),,1994,1214.2828,431.82797,894.4478
Africa (EI),,1995,1256.2194,461.24347,922.47125
Africa (EI),,1996,1283.562,484.19174,935.2283
Africa (EI),,1997,1324.0258,474.47556,959.0191
Africa (EI),,1998,1355.3861,499.337,937.03894
Africa (EI),,1999,1404.9454,504.01962,966.0107
Africa (EI),,2000,1408.3778,556.8223,963.7305
Africa (EI),,2001,1423.5012,634.6361,975.9262
Africa (EI),,2002,1457.352,670.636,934.4216
Africa (EI),,2003,1501.7174,711.5361,1017.0484
Africa (EI),,2004,1571.9252,783.1059,1119.162
Africa (EI),,2005,1641.2847,808.0279,1039.0729
Africa (EI),,2006,1656.8494,843.74774,1054.0972
Africa (EI),,2007,1720.8945,900.41455,1071.6333
Africa (EI),,2008,1807.1218,935.5027,1180.7251
Africa (EI),,2009,1872.0237,941.2384,1176.002
Africa (EI),,2010,1952.0454,981.41986,1167.1664
Africa (EI),,2011,1921.6881,1061.5934,1149.025
Africa (EI),,2012,2045.3467,1147.4296,1120.1858
Africa (EI),,2013,2122.528,1170.0557,1132.1521
Africa (EI),,2014,2144.3142,1202.3505,1185.7092
Africa (EI),,2015,2202.6306,1307.7611,1123.2714
Africa (EI),,2016,2221.606,1350.4667,1191.6006
Africa (EI),,2017,2265.2363,1455.7446,1192.7609
Africa (EI),,2018,2299.4292,1553.0098,1170.1332
Africa (EI),,2019,2295.1206,1576.5093,1236.2762
Africa (EI),,2020,2055.2783,1541.8435,1195.1685
Africa (EI),,2021,2242.3948,1766.1252,1197.9288
Africa (EI),,2022,2361.337,1747.1118,1144.8707
Africa (EI),,2023,2358.9668,1712.2908,1133.9897
Algeria,DZA,1965,15.4052515,7.4305,0.81409997
Algeria,DZA,1966,20.272705,7.7192497,0.79083997
Algeria,DZA,1967,18.94203,7.48825,0.60476
Algeria,DZA,1968,20.167301,7.87325,0.63965
Algeria,DZA,1969,21.305931,10.351687,0.81409997
Algeria,DZA,1970,24.34768,9.730875,0.96528995
Algeria,DZA,1971,27.440048,11.0494995,0.26749
Algeria,DZA,1972,30.121414,12.830125,0.23259999
Algeria,DZA,1973,32.900345,17.859186,0.26749
Algeria,DZA,1974,36.54384,20.6745,0.22096999
Algeria,DZA,1975,40.63067,28.49,0.27912
Algeria,DZA,1976,46.71773,33.6875,0.54660994
Algeria,DZA,1977,52.80649,35.901253,0.70943
Algeria,DZA,1978,54.607944,57.65375,0.36053
Algeria,DZA,1979,65.31862,81.52374,0.83736
Algeria,DZA,1980,66.20243,109.43624,0.74432
Algeria,DZA,1981,71.323074,142.25749,0.52335
Algeria,DZA,1982,75.57342,161.41124,9.711049
Algeria,DZA,1983,84.89242,176.715,8.66435
Algeria,DZA,1984,94.00201,155.25125,9.60638
Algeria,DZA,1985,96.5538,153.8075,10.025061
Algeria,DZA,1986,98.02125,168.43748,10.292549
Algeria,DZA,1987,99.10052,172.2875,12.30454
Algeria,DZA,1988,99.1726,194.13625,11.571849
Algeria,DZA,1989,103.93665,182.68251,9.78083
Algeria,DZA,1990,111.811615,195.09874,7.66417
Algeria,DZA,1991,110.627785,192.69249,7.9084
Algeria,DZA,1992,111.292656,198.94875,9.397039
Algeria,DZA,1993,110.754875,178.54373,7.6525397
Algeria,DZA,1994,106.05089,188.16875,7.2106
Algeria,DZA,1995,103.14228,202.22125,7.2106
Algeria,DZA,1996,98.42207,207.70749,3.3959599
Algeria,DZA,1997,97.64342,194.04001,5.95456
Algeria,DZA,1998,100.65875,200.68124,6.37324
Algeria,DZA,1999,98.898346,205.10875,6.82681
Algeria,DZA,2000,103.13248,191.01292,5.6405497
Algeria,DZA,2001,106.77533,197.32211,6.5127997
Algeria,DZA,2002,118.397224,194.83887,8.54805
Algeria,DZA,2003,123.17411,205.93167,7.0477796
Algeria,DZA,2004,128.74683,211.89917,8.408489
Algeria,DZA,2005,134.21338,223.55986,6.9082203
Algeria,DZA,2006,139.84572,228.4975,10.25766
Algeria,DZA,2007,156.39,233.80681,8.80391
Algeria,DZA,2008,169.9159,244.04187,8.80391
Algeria,DZA,2009,180.13441,262.1176,5.65218
Algeria,DZA,2010,181.61191,253.27225,3.6053
Algeria,DZA,2011,192.22765,267.9696,3.1982498
Algeria,DZA,2012,204.39526,298.74075,3.3959599
Algeria,DZA,2013,213.57639,321.21512,1.83754
Algeria,DZA,2014,221.92514,360.91824,2.08177
Algeria,DZA,2015,236.14848,379.225,1.5467899
Algeria,DZA,2016,229.56384,385.9625,0.56987
Algeria,DZA,2017,225.51212,394.625,2.1166599
Algeria,DZA,2018,227.7859,434.0875,5.815
Algeria,DZA,2019,236.9513,450.54623,4.80319
Algeria,DZA,2020,211.92543,433.50037,1.52353
Algeria,DZA,2021,221.20369,481.5291,3.10521
Algeria,DZA,2022,226.85338,503.38748,2.17481
Algeria,DZA,2023,238.20117,462.96246,1.9329839
Argentina,ARG,1965,275.2159,41.234,8.4550495
Argentina,ARG,1966,283.8763,44.657196,6.971818
Argentina,ARG,1967,290.73495,46.699448,7.840397
Argentina,ARG,1968,296.7972,51.999577,7.619035
Argentina,ARG,1969,308.01144,51.805073,9.1221695
Argentina,ARG,1970,278.4355,58.5445,11.722598
Argentina,ARG,1971,296.5011,63.202774,10.277542
Argentina,ARG,1972,295.1862,70.92442,8.651295
Argentina,ARG,1973,297.19864,80.70777,9.496522
Argentina,ARG,1974,297.124,85.4244,11.825921
Argentina,ARG,1975,280.82806,87.525,11.51094
Argentina,ARG,1976,290.2354,98.51425,11.642586
Argentina,ARG,1977,305.6577,102.890495,11.008503
Argentina,ARG,1978,297.30927,100.070244,13.419195
Argentina,ARG,1979,319.8096,102.890495,12.501674
Argentina,ARG,1980,297.0181,112.12925,11.144589
Argentina,ARG,1981,278.5258,117.18625,10.560467
Argentina,ARG,1982,265.01834,133.13525,10.666076
Argentina,ARG,1983,268.31186,143.152,9.679963
Argentina,ARG,1984,255.45346,152.39075,7.185223
Argentina,ARG,1985,237.50685,155.69725,10.599606
Argentina,ARG,1986,249.74571,168.2425,12.109348
Argentina,ARG,1987,266.5798,168.33974,13.439672
Argentina,ARG,1988,268.36047,196.6395,13.772349
Argentina,ARG,1989,246.34749,206.55899,14.902768
Argentina,ARG,1990,229.97305,197.32025,12.266131
Argentina,ARG,1991,240.28345,200.91849,10.794012
Argentina,ARG,1992,252.70636,217.25648,12.168163
Argentina,ARG,1993,247.78004,229.41273,8.069987
Argentina,ARG,1994,261.49545,235.83125,7.065107
Argentina,ARG,1995,259.54364,262.47775,7.414152
Argentina,ARG,1996,259.82446,301.18326,7.766816
Argentina,ARG,1997,275.29974,277.55148,6.1277137
Argentina,ARG,1998,283.28546,296.70972,8.23741
Argentina,ARG,1999,287.10687,314.701,9.885469
Argentina,ARG,2000,264.93796,322.96722,7.512647
Argentina,ARG,2001,245.34851,302.35025,6.1568522
Argentina,ARG,2002,232.86867,294.37573,4.5862966
Argentina,ARG,2003,237.5023,336.2905,5.593865
Argentina,ARG,2004,254.68643,368.09125,9.519818
Argentina,ARG,2005,266.6645,392.89,10.961645
Argentina,ARG,2006,281.325,406.505,9.9238205
Argentina,ARG,2007,312.6087,427.12198,14.36036
Argentina,ARG,2008,316.19568,431.88724,17.516068
Argentina,ARG,2009,302.02786,418.3556,9.620937
Argentina,ARG,2010,327.43576,420.87415,13.472079
Argentina,ARG,2011,339.91183,438.3979,14.618645
Argentina,ARG,2012,360.51144,456.64206,13.669181
Argentina,ARG,2013,382.57983,460.2769,14.939302
Argentina,ARG,2014,379.9156,461.54977,15.891717
Argentina,ARG,2015,387.81003,466.52567,15.814129
Argentina,ARG,2016,375.905,482.1001,12.188642
Argentina,ARG,2017,371.47742,483.00027,12.525288
Argentina,ARG,2018,354.6256,487.0214,13.709147
Argentina,ARG,2019,321.83243,465.58914,8.123962
Argentina,ARG,2020,288.1951,439.31244,10.015325
Argentina,ARG,2021,350.8908,459.3407,14.052401
Argentina,ARG,2022,411.80594,458.52835,14.891581
Argentina,ARG,2023,391.43518,449.364,12.793747
Asia,,1965,2249.215,94.06829,2604.784
Asia,,1966,2581.3262,108.5181,2753.783
Asia,,1967,2914.7913,126.20213,2667.2107
Asia,,1968,3263.2773,148.63728,2708.1685
Asia,,1969,3828.2593,183.46782,3056.8271
Asia,,1970,4448.1787,218.32819,3440.9536
Asia,,1971,4877.7363,249.0073,3697.763
Asia,,1972,5359.248,276.8038,3842.575
Asia,,1973,6035.336,338.3526,3932.5076
Asia,,1974,5968.027,400.50272,4027.638
Asia,,1975,6064.0723,459.15326,4352.3564
Asia,,1976,6553.7173,511.22632,4453.9956
Asia,,1977,6917.457,619.92474,4754.6685
Asia,,1978,7268.521,733.8824,4987.2344
Asia,,1979,7445.74,894.37683,5233.9395
Asia,,1980,7003.3037,932.26636,5541.4194
Asia,,1981,6927.8486,957.2912,5723.564
Asia,,1982,6932.0156,1022.44794,5951.464
Asia,,1983,7244.4023,1100.335,6326.967
Asia,,1984,7398.5444,1352.9961,6892.806
Asia,,1985,8199.984,2157.7676,7993.0044
Asia,,1986,8377.557,2427.4707,8322.275
Asia,,1987,8769.265,2586.5627,8908.044
Asia,,1988,9368.983,2777.177,9504.191
Asia,,1989,9777.364,3012.6265,9890.94
Asia,,1990,10284.421,3132.371,10069.819
Asia,,1991,10684.44,3316.2595,10463.952
Asia,,1992,11303.52,3529.3784,10792.991
Asia,,1993,11763.414,3513.7244,11289.662
Asia,,1994,12371.797,3796.995,11828.354
Asia,,1995,12968.518,4033.9556,12008.845
Asia,,1996,13533.252,4316.7417,12512.806
Asia,,1997,14183.697,4538.376,12531.089
Asia,,1998,13913.754,4738.891,12510.558
Asia,,1999,14329.453,5115.054,12818.992
Asia,,2000,14911.58,5395.232,13324.219
Asia,,2001,15051.745,5743.8105,13950.597
Asia,,2002,15423.102,6073.1133,15029.383
Asia,,2003,16043.241,6501.5645,17203.275
Asia,,2004,17062.08,7001.4727,19355.11
Asia,,2005,17375.066,7522.11,22006.002
Asia,,2006,17847.098,7977.519,23724.084
Asia,,2007,18353.783,8604.668,25780.479
Asia,,2008,18570.393,9199.748,26500.355
Asia,,2009,18659.377,9460.041,27391.23
Asia,,2010,19757.783,10398.222,28681.955
Asia,,2011,20283.998,11159.685,30784.86
Asia,,2012,21170.713,11738.51,31491.197
Asia,,2013,21572.434,12027.62,32123.35
Asia,,2014,21917.219,12546.44,32624.031
Asia,,2015,22717.434,12981.614,32263.887
Asia,,2016,23577.459,13019.854,31856.428
Asia,,2017,24234.176,13951.419,32606.365
Asia,,2018,24661.982,14613.131,33595.402
Asia,,2019,24869.031,15008.122,34408.5
Asia,,2020,23509.3,15428.795,34387.047
Asia,,2021,24311.85,16231.803,36045.86
Asia,,2022,25138.47,16170.572,36652.58
Asia,,2023,26346.426,16434.654,38273.82
Asia Pacific (EI),,1965,1948.4355,56.231964,2780.7314
Asia Pacific (EI),,1966,2277.601,62.38925,2931.5122
Asia Pacific (EI),,1967,2602.3276,71.39151,2854.2986
Asia Pacific (EI),,1968,2945.135,77.81803,2896.733
Asia Pacific (EI),,1969,3489.0818,102.60042,3250.1877
Asia Pacific (EI),,1970,4104.714,142.32472,3631.1384
Asia Pacific (EI),,1971,4492.6836,170.55855,3886.6707
Asia Pacific (EI),,1972,4929.4224,196.78009,4036.5913
Asia Pacific (EI),,1973,5546.783,243.52914,4134.1763
Asia Pacific (EI),,1974,5453.451,305.92618,4234.7363
Asia Pacific (EI),,1975,5563.925,349.87878,4557.451
Asia Pacific (EI),,1976,5937.7886,405.07993,4665.6807
Asia Pacific (EI),,1977,6180.505,498.98422,4975.5776
Asia Pacific (EI),,1978,6472.86,598.111,5219.295
Asia Pacific (EI),,1979,6544.3447,683.5137,5472.163
Asia Pacific (EI),,1980,6132.018,734.6105,5784.0054
Asia Pacific (EI),,1981,5949.384,744.4579,5975.036
Asia Pacific (EI),,1982,5823.5405,774.53735,6185.461
Asia Pacific (EI),,1983,5946.6187,855.2932,6548.081
Asia Pacific (EI),,1984,5978.2393,1000.5268,7115.33
Asia Pacific (EI),,1985,5998.3975,1087.1436,7676.926
Asia Pacific (EI),,1986,6191.585,1186.6627,7972.3315
Asia Pacific (EI),,1987,6494.6035,1259.7145,8546.454
Asia Pacific (EI),,1988,7015.1987,1343.3666,9157.78
Asia Pacific (EI),,1989,7410.608,1427.1718,9570.253
Asia Pacific (EI),,1990,7787.436,1516.6709,9777.626
Asia Pacific (EI),,1991,8178.223,1664.5177,10180.249
Asia Pacific (EI),,1992,8732.067,1777.8474,10531.39
Asia Pacific (EI),,1993,9124.5,1862.8563,11087.264
Asia Pacific (EI),,1994,9633.183,2028.157,11640.72
Asia Pacific (EI),,1995,10245.22,2124.306,11914.046
Asia Pacific (EI),,1996,10775.912,2319.488,12435.795
Asia Pacific (EI),,1997,11306.241,2506.7385,12493.179
Asia Pacific (EI),,1998,11071.9795,2563.8523,12483.228
Asia Pacific (EI),,1999,11541.22,2768.8025,12863.831
Asia Pacific (EI),,2000,11934.534,2983.047,13352.603
Asia Pacific (EI),,2001,12020.818,3165.5244,13963.222
Asia Pacific (EI),,2002,12302.249,3308.5583,15034.036
Asia Pacific (EI),,2003,12824.504,3587.9856,17182.91
Asia Pacific (EI),,2004,13609.821,3801.4817,19323.76
Asia Pacific (EI),,2005,13754.691,4080.2969,21965.541
Asia Pacific (EI),,2006,14049.638,4393.0103,23637.746
Asia Pacific (EI),,2007,14497.481,4731.4355,25611.322
Asia Pacific (EI),,2008,14452.993,5034.736,26328.441
Asia Pacific (EI),,2009,14544.89,5154.127,27218.469
Asia Pacific (EI),,2010,15492.63,5752.493,28415.46
Asia Pacific (EI),,2011,15883.359,6204.157,30437.154
Asia Pacific (EI),,2012,16568.738,6622.8154,31035.357
Asia Pacific (EI),,2013,16802.957,6843.642,31706.03
Asia Pacific (EI),,2014,17034.527,7049.723,32150.758
Asia Pacific (EI),,2015,17810.514,7148.641,31945.379
Asia Pacific (EI),,2016,18480.309,6996.095,31447.637
Asia Pacific (EI),,2017,19091.6,7740.835,32131.633
Asia Pacific (EI),,2018,19539.6,8317.148,33068.707
Asia Pacific (EI),,2019,19871.473,8620.883,33872.098
Asia Pacific (EI),,2020,18787.066,8769.412,33862.703
Asia Pacific (EI),,2021,19298.129,9366.518,35487.164
Asia Pacific (EI),,2022,19781.64,9202.8125,36054.812
Asia Pacific (EI),,2023,20861.533,9353.838,37693.125
Australia,AUS,1965,200.01936,0.029474998,202.02777
Australia,AUS,1966,214.04755,0.039300002,209.38887
Australia,AUS,1967,234.38776,0.039300002,215.25
Australia,AUS,1968,255.28499,0.304575,221.69444
Australia,AUS,1969,262.44812,4.1264997,229.27777
Australia,AUS,1970,290.1954,17.303974,231.69444
Australia,AUS,1971,305.54456,25.82668,232.56944
Australia,AUS,1972,311.03336,37.07426,242.93054
Australia,AUS,1973,331.89294,47.068798,252.9861
Australia,AUS,1974,351.73514,53.70199,264.06943
Australia,AUS,1975,348.1045,57.669968,272.54166
Australia,AUS,1976,355.82147,68.07722,281.79166
Australia,AUS,1977,372.60074,77.76844,294.18054
Australia,AUS,1978,380.9467,83.72537,301.86108
Australia,AUS,1979,385.9148,96.375175,315.54166
Australia,AUS,1980,367.7676,110.66588,324.7639
Australia,AUS,1981,362.4183,119.94439,333.1389
Australia,AUS,1982,356.84915,116.980835,336.68054
Australia,AUS,1983,340.71588,127.074814,336.55554
Australia,AUS,1984,349.91428,125.31726,355.90277
Australia,AUS,1985,351.52405,133.95262,368.1389
Australia,AUS,1986,345.65332,146.32928,377.4861
Australia,AUS,1987,353.0262,149.39459,393.3611
Australia,AUS,1988,369.83664,152.9934,413.7639
Australia,AUS,1989,384.14526,166.87563,433.9583
Australia,AUS,1990,392.90448,167.75948,444.34723
Australia,AUS,1991,381.25473,160.82101,453.2639
Australia,AUS,1992,388.77893,166.36957,455.95834
Australia,AUS,1993,402.41638,172.49344,458.88885
Australia,AUS,1994,415.6745,191.56656,468.2639
Australia,AUS,1995,427.7775,193.4157,484.16666
Australia,AUS,1996,439.01538,194.82663,503.9583
Australia,AUS,1997,446.05783,191.30504,529.4583
Australia,AUS,1998,445.9702,196.9532,553.0833
Australia,AUS,1999,456.15396,201.74052,587.44305
Australia,AUS,2000,455.98157,205.55078,591.6619
Australia,AUS,2001,457.08533,221.69318,585.69135
Australia,AUS,2002,461.9748,228.14816,598.8721
Australia,AUS,2003,460.25992,229.94289,616.0213
Australia,AUS,2004,471.29572,234.53601,641.92114
Australia,AUS,2005,478.70187,232.58981,638.2223
Australia,AUS,2006,493.64178,259.4306,655.49884
Australia,AUS,2007,506.2703,290.19815,649.8025
Australia,AUS,2008,512.7159,285.34958,677.2914
Australia,AUS,2009,504.14078,291.36435,654.86127
Australia,AUS,2010,519.30676,317.06424,607.3943
Australia,AUS,2011,547.0603,330.81964,592.0622
Australia,AUS,2012,561.41907,332.84848,554.4683
Australia,AUS,2013,578.03705,350.00482,526.2419
Australia,AUS,2014,575.4282,375.67746,521.88837
Australia,AUS,2015,570.29706,389.9496,540.4112
Australia,AUS,2016,571.4592,379.52664,540.06226
Australia,AUS,2017,599.2556,372.84402,521.52594
Australia,AUS,2018,609.6345,371.9078,508.88223
Australia,AUS,2019,603.7836,440.5704,486.3916
Australia,AUS,2020,521.934,423.1734,468.06076
Australia,AUS,2021,535.49963,395.7571,452.4471
Australia,AUS,2022,568.55524,432.26855,429.00577
Australia,AUS,2023,601.6536,401.21503,419.0112
Austria,AUT,1965,65.29748,17.528646,59.1149
Austria,AUT,1966,71.78886,18.821033,56.467594
Austria,AUT,1967,76.54811,18.031683,53.450897
Austria,AUT,1968,88.466064,19.22897,52.77368
Austria,AUT,1969,97.22599,23.329157,51.936398
Austria,AUT,1970,107.04365,28.298002,55.854164
Austria,AUT,1971,119.607025,32.506645,51.23361
Austria,AUT,1972,129.12288,35.129753,46.453888
Austria,AUT,1973,139.92781,38.6112,46.16972
Austria,AUT,1974,125.22768,41.851967,48.72278
Austria,AUT,1975,126.55925,41.801617,42.340557
Austria,AUT,1976,137.41133,47.61011,45.059998
Austria,AUT,1977,131.58653,48.520336,37.800274
Austria,AUT,1978,141.56969,50.468235,38.40222
Austria,AUT,1979,147.40875,50.040367,41.686108
Austria,AUT,1980,143.88745,48.073975,42.83472
Austria,AUT,1981,130.63089,45.824097,43.85
Austria,AUT,1982,123.90079,44.355263,41.705555
Austria,AUT,1983,120.07978,45.257057,44.65583
Austria,AUT,1984,116.79846,50.38989,50.886387
Austria,AUT,1985,116.985916,53.991604,50.815
Austria,AUT,1986,123.21829,52.421265,45.3025
Austria,AUT,1987,126.860344,54.68578,44.93944
Austria,AUT,1988,125.97797,52.385025,43.033054
Austria,AUT,1989,124.222206,56.259815,43.22722
Austria,AUT,1990,127.43004,61.934902,47.640278
Austria,AUT,1991,136.87337,65.664185,49.971664
Austria,AUT,1992,134.1388,64.48223,38.881744
Austria,AUT,1993,136.78592,67.812454,34.959053
Austria,AUT,1994,134.74817,69.75149,35.454445
Austria,AUT,1995,135.62375,76.15716,40.338642
Austria,AUT,1996,147.85747,81.060875,40.50991
Austria,AUT,1997,147.18378,78.12572,42.96797
Austria,AUT,1998,155.29774,80.20728,37.829166
Austria,AUT,1999,147.58986,81.92763,37.68498
Austria,AUT,2000,145.70236,78.20515,42.470078
Austria,AUT,2001,155.1389,82.881966,43.878994
Austria,AUT,2002,157.87592,81.48537,44.579712
Austria,AUT,2003,167.63007,89.629715,47.54769
Austria,AUT,2004,170.16396,90.49233,46.576305
Austria,AUT,2005,170.74123,95.27706,46.730534
Austria,AUT,2006,169.86945,89.532005,46.67483
Austria,AUT,2007,163.24307,84.708954,45.044926
Austria,AUT,2008,158.70348,90.68554,44.524986
Austria,AUT,2009,149.56474,88.31914,33.460773
Austria,AUT,2010,154.07774,96.12812,39.34366
Austria,AUT,2011,145.06886,90.41807,40.411076
Austria,AUT,2012,142.3423,86.24141,37.621
Austria,AUT,2013,145.6488,82.00461,38.13149
Austria,AUT,2014,141.4012,75.10976,35.02138
Austria,AUT,2015,142.84538,79.68095,37.999046
Austria,AUT,2016,146.15495,83.4219,35.44773
Austria,AUT,2017,146.42876,90.69854,36.564552
Austria,AUT,2018,148.91287,86.86919,32.28496
Austria,AUT,2019,153.20105,89.00441,33.94468
Austria,AUT,2020,133.02937,85.272484,29.031853
Austria,AUT,2021,140.21477,90.154396,30.161827
Austria,AUT,2022,135.03307,79.12825,28.638159
Austria,AUT,2023,135.02812,68.81278,26.736969
Azerbaijan,AZE,1985,97.18555,132.81377,1.06996
Azerbaijan,AZE,1986,101.817375,147.56868,1.06996
Azerbaijan,AZE,1987,95.826904,145.74751,1.06996
Azerbaijan,AZE,1988,98.14325,143.92635,1.06996
Azerbaijan,AZE,1989,95.70122,151.2159,1.06996
Azerbaijan,AZE,1990,100.39482,154.21864,1.03507
Azerbaijan,AZE,1991,96.801125,147.56868,0.77921
Azerbaijan,AZE,1992,94.319466,114.76804,0.13956
Azerbaijan,AZE,1993,94.055405,84.716255,0.03489
Azerbaijan,AZE,1994,86.15903,79.247856,0.04652
Azerbaijan,AZE,1995,77.6772,78.33483,0.03489
Azerbaijan,AZE,1996,69.77202,57.388905,0.03489
Azerbaijan,AZE,1997,66.40268,54.654705,0.03489
Azerbaijan,AZE,1998,69.87349,51.002594,0
Azerbaijan,AZE,1999,67.245476,54.654705,0
Azerbaijan,AZE,2000,74.69056,52.828648,0
Azerbaijan,AZE,2001,47.594116,75.7764,0.03489
Azerbaijan,AZE,2002,43.6981,75.99123,0.02326
Azerbaijan,AZE,2003,50.912304,77.9247,0.03489
Azerbaijan,AZE,2004,54.5731,91.375175,0.010699611
Azerbaijan,AZE,2005,63.798508,94.38427,0.037448607
Azerbaijan,AZE,2006,57.112576,99.77681,0.037448607
Azerbaijan,AZE,2007,56.478565,87.84967,0.05838889
Azerbaijan,AZE,2008,44.33839,100.50773,0.045333333
Azerbaijan,AZE,2009,37.846764,85.81977,0.04919444
Azerbaijan,AZE,2010,37.243855,81.58022,0.048416667
Azerbaijan,AZE,2011,48.970104,89.345276,0.042249996
Azerbaijan,AZE,2012,51.289173,93.76557,0.043027777
Azerbaijan,AZE,2013,55.715,94.18168,0.03841667
Azerbaijan,AZE,2014,54.860176,98.54446,0.023833333
Azerbaijan,AZE,2015,55.601353,111.46552,0.034583334
Azerbaijan,AZE,2016,55.19285,109.30647,0.013833333
Azerbaijan,AZE,2017,55.69909,106.166046,0.011527778
Azerbaijan,AZE,2018,62.74092,108.15812,0.008444444
Azerbaijan,AZE,2019,63.158752,117.89236,0.007694444
Azerbaijan,AZE,2020,57.751198,123.66787,0.0046111112
Azerbaijan,AZE,2021,65.33924,128.1744,0.0015555555
Azerbaijan,AZE,2022,69.25949,136.16217,0.00077777775
Azerbaijan,AZE,2023,71.342064,151.2159,0.00077777775
Bangladesh,BGD,1971,8.135291,3.667125,1.0869898
Bangladesh,BGD,1972,9.919018,3.667125,1.0869864
Bangladesh,BGD,1973,11.208105,5.880875,1.41251
Bangladesh,BGD,1974,11.659564,7.1128745,1.255563
Bangladesh,BGD,1975,13.631795,4.956875,1.4531916
Bangladesh,BGD,1976,14.748875,7.247625,1.4357582
Bangladesh,BGD,1977,14.522806,8.1235,1.4997
Bangladesh,BGD,1978,15.460121,8.614375,1.4531916
Bangladesh,BGD,1979,17.112335,9.865625,1.0811831
