Entity,Code,Year,Fossil fuels (% equivalent primary energy)
Vietnam,VNM,2004,85.236046
Vietnam,VNM,2005,87.15325
Vietnam,VNM,2006,83.39275
Vietnam,VNM,2007,82.79772
Vietnam,VNM,2008,83.99048
Vietnam,VNM,2009,82.05198
Vietnam,VNM,2010,85.28825
Vietnam,VNM,2011,80.97255
Vietnam,VNM,2012,76.536026
Vietnam,VNM,2013,76.04323
Vietnam,VNM,2014,76.81511
Vietnam,VNM,2015,81.64429
Vietnam,VNM,2016,80.85021
Vietnam,VNM,2017,76.09792
Vietnam,VNM,2018,79.440636
Vietnam,VNM,2019,84.20066
Vietnam,VNM,2020,81.45991
Vietnam,VNM,2021,76.496346
Vietnam,VNM,2022,72.50212
Vietnam,VNM,2023,77.245186
Western Africa (EI),,1965,97.54456
Western Africa (EI),,1966,95.47821
Western Africa (EI),,1967,90.84852
Western Africa (EI),,1968,86.36311
Western Africa (EI),,1969,83.70875
Western Africa (EI),,1970,82.526924
Western Africa (EI),,1971,85.08512
Western Africa (EI),,1972,84.91466
Western Africa (EI),,1973,84.4389
Western Africa (EI),,1974,83.94434
Western Africa (EI),,1975,84.25501
Western Africa (EI),,1976,84.58443
Western Africa (EI),,1977,85.58058
Western Africa (EI),,1978,87.80963
Western Africa (EI),,1979,85.28351
Western Africa (EI),,1980,86.001915
Western Africa (EI),,1981,87.5056
Western Africa (EI),,1982,88.314186
Western Africa (EI),,1983,92.236534
Western Africa (EI),,1984,92.43184
Western Africa (EI),,1985,88.757034
Western Africa (EI),,1986,86.18875
Western Africa (EI),,1987,87.05749
Western Africa (EI),,1988,86.5695
Western Africa (EI),,1989,86.18649
Western Africa (EI),,1990,85.54768
Western Africa (EI),,1991,84.22276
Western Africa (EI),,1992,84.98296
Western Africa (EI),,1993,85.695335
Western Africa (EI),,1994,85.6925
Western Africa (EI),,1995,85.417465
Western Africa (EI),,1996,86.008896
Western Africa (EI),,1997,85.66418
Western Africa (EI),,1998,88.80691
Western Africa (EI),,1999,86.90514
Western Africa (EI),,2000,86.90446
Western Africa (EI),,2001,87.69849
Western Africa (EI),,2002,88.19073
Western Africa (EI),,2003,89.416794
Western Africa (EI),,2004,88.23784
Western Africa (EI),,2005,88.99663
Western Africa (EI),,2006,89.049355
Western Africa (EI),,2007,90.83722
Western Africa (EI),,2008,90.158775
Western Africa (EI),,2009,89.76333
Western Africa (EI),,2010,89.08777
Western Africa (EI),,2011,89.915245
Western Africa (EI),,2012,90.21305
Western Africa (EI),,2013,90.662506
Western Africa (EI),,2014,90.55311
Western Africa (EI),,2015,92.64237
Western Africa (EI),,2016,91.7555
Western Africa (EI),,2017,92.16628
Western Africa (EI),,2018,92.55904
Western Africa (EI),,2019,91.835526
Western Africa (EI),,2020,91.904594
Western Africa (EI),,2021,92.571106
Western Africa (EI),,2022,92.18403
Western Africa (EI),,2023,91.207924
World,OWID_WRL,1965,93.387344
World,OWID_WRL,1966,93.27015
World,OWID_WRL,1967,93.3306
World,OWID_WRL,1968,93.315575
World,OWID_WRL,1969,93.34358
World,OWID_WRL,1970,93.36826
World,OWID_WRL,1971,93.20117
World,OWID_WRL,1972,93.08029
World,OWID_WRL,1973,93.14625
World,OWID_WRL,1974,92.33803
World,OWID_WRL,1975,91.875854
World,OWID_WRL,1976,92.04253
World,OWID_WRL,1977,91.69926
World,OWID_WRL,1978,91.19422
World,OWID_WRL,1979,91.065094
World,OWID_WRL,1980,90.60658
World,OWID_WRL,1981,89.94218
World,OWID_WRL,1982,89.463486
World,OWID_WRL,1983,88.87183
World,OWID_WRL,1984,88.317635
World,OWID_WRL,1985,87.68091
World,OWID_WRL,1986,87.46595
World,OWID_WRL,1987,87.34655
World,OWID_WRL,1988,87.09958
World,OWID_WRL,1989,87.16894
World,OWID_WRL,1990,86.87588
World,OWID_WRL,1991,86.52252
World,OWID_WRL,1992,86.52677
World,OWID_WRL,1993,85.997284
World,OWID_WRL,1994,85.98117
World,OWID_WRL,1995,85.60692
World,OWID_WRL,1996,85.676285
World,OWID_WRL,1997,85.69504
World,OWID_WRL,1998,85.57838
World,OWID_WRL,1999,85.48107
World,OWID_WRL,2000,85.54937
World,OWID_WRL,2001,85.73487
World,OWID_WRL,2002,85.7983
World,OWID_WRL,2003,86.42639
World,OWID_WRL,2004,86.31062
World,OWID_WRL,2005,86.48712
World,OWID_WRL,2006,86.47384
World,OWID_WRL,2007,86.754814
World,OWID_WRL,2008,86.37141
World,OWID_WRL,2009,86.07604
World,OWID_WRL,2010,85.99072
World,OWID_WRL,2011,86.16682
World,OWID_WRL,2012,86.155334
World,OWID_WRL,2013,85.7904
World,OWID_WRL,2014,85.40383
World,OWID_WRL,2015,85.118164
World,OWID_WRL,2016,84.64877
World,OWID_WRL,2017,84.38023
World,OWID_WRL,2018,84.01247
World,OWID_WRL,2019,83.442535
World,OWID_WRL,2020,82.29742
World,OWID_WRL,2021,82.284676
World,OWID_WRL,2022,81.90642
World,OWID_WRL,2023,81.47305
